student_id,visit_date,activity,book_title,duration_hours,checkout_date,return_date
569,2025-10-03,Book Borrowed,Physics Vol 1,,2025-10-03,
569,2025-09-03,Reading Session,,3.0,,
569,2025-09-11,Book Borrowed,Digital Electronics,,2025-09-11,
569,2025-11-02,Book Returned,Chemistry Fundamentals,,,2025-11-11
27,2025-11-21,Book Returned,Physics Vol 1,,,2025-12-03
27,2025-10-03,Book Returned,Artificial Intelligence,,,2025-10-17
27,2025-09-18,Book Returned,Computer Networks,,,2025-10-05
27,2025-10-11,Book Returned,Introduction to Algorithms,,,2025-10-19
27,2025-11-07,Book Borrowed,Computer Networks,,2025-11-07,
27,2025-11-03,Book Returned,Database Management Systems,,,2025-11-13
27,2025-08-31,Book Borrowed,Control Systems,,2025-08-31,
27,2025-10-27,Reading Session,,4.0,,
27,2025-10-08,Book Borrowed,Introduction to Algorithms,,2025-10-08,
27,2025-10-22,Reading Session,,1.0,,
27,2025-10-24,Book Borrowed,Computer Networks,,2025-10-24,
27,2025-11-07,Reading Session,,1.0,,
27,2025-09-23,Book Borrowed,Operating Systems,,2025-09-23,
27,2025-11-20,Book Borrowed,Computer Networks,,2025-11-20,
27,2025-09-07,Reading Session,,1.0,,
27,2025-10-11,Book Borrowed,Physics Vol 1,,2025-10-11,
27,2025-10-17,Book Returned,Introduction to Algorithms,,,2025-10-31
27,2025-11-19,Book Borrowed,Data Structures and Algorithms,,2025-11-19,
27,2025-09-18,Book Returned,Artificial Intelligence,,,2025-09-28
27,2025-09-02,Book Returned,Physics Vol 1,,,2025-09-23
258,2025-09-26,Book Returned,Physics Vol 1,,,2025-10-15
258,2025-10-25,Reading Session,,3.0,,
258,2025-09-04,Reading Session,,4.0,,
258,2025-10-03,Book Borrowed,Advanced Mathematics,,2025-10-03,
258,2025-11-21,Reading Session,,1.0,,
258,2025-11-12,Reading Session,,1.0,,
258,2025-11-25,Book Returned,Chemistry Fundamentals,,,2025-12-07
258,2025-10-15,Reading Session,,3.0,,
258,2025-08-25,Book Returned,Database Management Systems,,,2025-09-06
258,2025-11-29,Book Borrowed,Control Systems,,2025-11-29,
258,2025-10-21,Book Borrowed,Software Engineering,,2025-10-21,
258,2025-10-11,Reading Session,,1.0,,
258,2025-08-24,Reading Session,,2.0,,
258,2025-09-21,Reading Session,,3.0,,
258,2025-10-19,Book Returned,Operating Systems,,,2025-11-04
258,2025-09-02,Book Borrowed,Software Engineering,,2025-09-02,
258,2025-10-04,Book Returned,Operating Systems,,,2025-10-13
258,2025-08-29,Book Returned,Advanced Mathematics,,,2025-09-19
258,2025-09-05,Reading Session,,4.0,,
258,2025-11-23,Book Borrowed,Control Systems,,2025-11-23,
48,2025-10-25,Book Borrowed,Artificial Intelligence,,2025-10-25,
48,2025-10-17,Book Borrowed,Physics Vol 1,,2025-10-17,
48,2025-10-27,Reading Session,,3.0,,
48,2025-09-12,Reading Session,,4.0,,
48,2025-11-19,Book Borrowed,Software Engineering,,2025-11-19,
48,2025-11-01,Book Borrowed,Operating Systems,,2025-11-01,
48,2025-10-21,Reading Session,,4.0,,
48,2025-09-07,Book Returned,Chemistry Fundamentals,,,2025-09-23
48,2025-11-07,Book Borrowed,Digital Electronics,,2025-11-07,
48,2025-11-17,Book Borrowed,Physics Vol 1,,2025-11-17,
48,2025-10-07,Book Borrowed,Introduction to Algorithms,,2025-10-07,
48,2025-10-31,Book Borrowed,Introduction to Algorithms,,2025-10-31,
48,2025-10-04,Book Borrowed,Introduction to Algorithms,,2025-10-04,
48,2025-10-29,Book Borrowed,Power Systems,,2025-10-29,
48,2025-10-30,Book Borrowed,Operating Systems,,2025-10-30,
48,2025-10-21,Reading Session,,2.0,,
48,2025-10-12,Book Returned,Digital Electronics,,,2025-10-28
48,2025-10-13,Reading Session,,4.0,,
295,2025-09-29,Book Borrowed,Data Structures and Algorithms,,2025-09-29,
295,2025-10-18,Book Returned,Data Structures and Algorithms,,,2025-11-08
295,2025-11-29,Reading Session,,3.0,,
295,2025-10-26,Book Returned,Database Management Systems,,,2025-11-10
295,2025-10-13,Book Returned,Machine Learning,,,2025-10-21
295,2025-09-24,Book Returned,Power Systems,,,2025-10-05
295,2025-09-05,Book Borrowed,Operating Systems,,2025-09-05,
295,2025-10-20,Book Returned,Software Engineering,,,2025-11-06
295,2025-10-07,Reading Session,,2.0,,
295,2025-09-05,Book Borrowed,Operating Systems,,2025-09-05,
295,2025-09-06,Book Returned,Digital Electronics,,,2025-09-15
295,2025-09-04,Book Returned,Introduction to Algorithms,,,2025-09-20
295,2025-10-14,Reading Session,,2.0,,
295,2025-09-05,Book Borrowed,Operating Systems,,2025-09-05,
257,2025-09-15,Book Borrowed,Machine Learning,,2025-09-15,
257,2025-10-26,Book Borrowed,Physics Vol 1,,2025-10-26,
257,2025-11-03,Book Borrowed,Power Systems,,2025-11-03,
257,2025-11-03,Book Returned,Operating Systems,,,2025-11-12
257,2025-08-27,Book Borrowed,Database Management Systems,,2025-08-27,
257,2025-09-23,Book Returned,Digital Electronics,,,2025-10-06
257,2025-08-27,Book Borrowed,Physics Vol 1,,2025-08-27,
257,2025-09-10,Reading Session,,3.0,,
257,2025-11-11,Reading Session,,4.0,,
257,2025-10-13,Book Returned,Database Management Systems,,,2025-11-02
257,2025-09-21,Reading Session,,3.0,,
257,2025-10-21,Reading Session,,2.0,,
257,2025-10-22,Book Returned,Computer Networks,,,2025-10-29
257,2025-10-03,Book Returned,Control Systems,,,2025-10-14
257,2025-10-18,Book Returned,Database Management Systems,,,2025-11-08
257,2025-10-14,Book Borrowed,Software Engineering,,2025-10-14,
257,2025-09-02,Book Borrowed,Machine Learning,,2025-09-02,
257,2025-10-23,Reading Session,,1.0,,
147,2025-10-28,Book Returned,Chemistry Fundamentals,,,2025-11-05
147,2025-08-30,Book Borrowed,Control Systems,,2025-08-30,
147,2025-11-26,Book Borrowed,Control Systems,,2025-11-26,
147,2025-11-30,Book Borrowed,Artificial Intelligence,,2025-11-30,
147,2025-11-17,Reading Session,,1.0,,
821,2025-11-15,Reading Session,,3.0,,
821,2025-09-02,Reading Session,,2.0,,
821,2025-11-23,Book Returned,Artificial Intelligence,,,2025-12-14
821,2025-09-01,Book Returned,Software Engineering,,,2025-09-17
821,2025-09-18,Book Borrowed,Computer Networks,,2025-09-18,
821,2025-09-05,Book Returned,Power Systems,,,2025-09-15
68,2025-11-21,Book Borrowed,Physics Vol 1,,2025-11-21,
68,2025-11-22,Reading Session,,2.0,,
68,2025-10-25,Book Returned,Control Systems,,,2025-11-06
68,2025-09-15,Book Returned,Data Structures and Algorithms,,,2025-10-06
68,2025-09-30,Reading Session,,2.0,,
68,2025-10-20,Book Borrowed,Physics Vol 1,,2025-10-20,
86,2025-09-27,Book Borrowed,Introduction to Algorithms,,2025-09-27,
86,2025-10-31,Reading Session,,2.0,,
86,2025-08-31,Book Returned,Advanced Mathematics,,,2025-09-19
86,2025-10-14,Book Borrowed,Database Management Systems,,2025-10-14,
86,2025-09-04,Reading Session,,3.0,,
86,2025-10-10,Book Returned,Chemistry Fundamentals,,,2025-10-23
86,2025-11-22,Book Borrowed,Introduction to Algorithms,,2025-11-22,
86,2025-10-23,Book Borrowed,Data Structures and Algorithms,,2025-10-23,
86,2025-10-04,Book Borrowed,Chemistry Fundamentals,,2025-10-04,
86,2025-10-01,Book Returned,Machine Learning,,,2025-10-08
86,2025-09-24,Book Returned,Power Systems,,,2025-10-05
86,2025-10-23,Book Returned,Software Engineering,,,2025-10-30
86,2025-11-24,Book Borrowed,Machine Learning,,2025-11-24,
133,2025-09-25,Book Borrowed,Power Systems,,2025-09-25,
133,2025-09-07,Reading Session,,4.0,,
133,2025-10-30,Reading Session,,3.0,,
133,2025-11-01,Reading Session,,3.0,,
133,2025-11-12,Book Borrowed,Advanced Mathematics,,2025-11-12,
850,2025-10-12,Book Returned,Operating Systems,,,2025-10-30
850,2025-11-17,Book Returned,Machine Learning,,,2025-11-25
850,2025-10-20,Book Returned,Power Systems,,,2025-11-02
850,2025-09-15,Book Borrowed,Database Management Systems,,2025-09-15,
850,2025-09-26,Book Returned,Machine Learning,,,2025-10-10
850,2025-08-26,Reading Session,,2.0,,
850,2025-08-23,Reading Session,,3.0,,
850,2025-10-09,Reading Session,,4.0,,
850,2025-11-06,Book Borrowed,Physics Vol 1,,2025-11-06,
850,2025-11-09,Book Borrowed,Control Systems,,2025-11-09,
850,2025-09-24,Book Borrowed,Data Structures and Algorithms,,2025-09-24,
850,2025-08-23,Reading Session,,1.0,,
850,2025-11-17,Book Returned,Software Engineering,,,2025-12-05
850,2025-09-03,Book Returned,Digital Electronics,,,2025-09-18
850,2025-11-08,Reading Session,,1.0,,
198,2025-10-22,Reading Session,,2.0,,
198,2025-09-25,Reading Session,,3.0,,
198,2025-11-07,Reading Session,,3.0,,
198,2025-08-26,Book Returned,Introduction to Algorithms,,,2025-09-04
198,2025-09-29,Book Borrowed,Advanced Mathematics,,2025-09-29,
198,2025-11-12,Book Returned,Database Management Systems,,,2025-12-01
198,2025-09-16,Reading Session,,3.0,,
198,2025-11-20,Reading Session,,1.0,,
198,2025-11-20,Reading Session,,1.0,,
198,2025-10-24,Book Borrowed,Advanced Mathematics,,2025-10-24,
198,2025-09-20,Book Returned,Power Systems,,,2025-09-30
198,2025-10-05,Book Borrowed,Software Engineering,,2025-10-05,
198,2025-09-20,Book Borrowed,Machine Learning,,2025-09-20,
198,2025-09-08,Book Borrowed,Artificial Intelligence,,2025-09-08,
198,2025-11-27,Book Returned,Artificial Intelligence,,,2025-12-05
198,2025-11-23,Book Returned,Control Systems,,,2025-12-14
198,2025-09-02,Reading Session,,1.0,,
485,2025-08-28,Book Borrowed,Chemistry Fundamentals,,2025-08-28,
485,2025-09-29,Book Returned,Advanced Mathematics,,,2025-10-06
485,2025-09-17,Reading Session,,1.0,,
485,2025-11-19,Reading Session,,2.0,,
485,2025-11-17,Book Returned,Software Engineering,,,2025-12-08
485,2025-09-27,Reading Session,,2.0,,
657,2025-09-12,Reading Session,,4.0,,
657,2025-11-14,Book Borrowed,Control Systems,,2025-11-14,
657,2025-11-28,Book Borrowed,Database Management Systems,,2025-11-28,
657,2025-10-19,Reading Session,,1.0,,
657,2025-10-16,Reading Session,,3.0,,
657,2025-11-18,Book Returned,Data Structures and Algorithms,,,2025-12-01
657,2025-09-14,Book Borrowed,Machine Learning,,2025-09-14,
657,2025-10-03,Book Borrowed,Data Structures and Algorithms,,2025-10-03,
657,2025-09-01,Reading Session,,3.0,,
657,2025-10-23,Reading Session,,1.0,,
732,2025-10-22,Reading Session,,2.0,,
732,2025-10-17,Book Borrowed,Machine Learning,,2025-10-17,
732,2025-09-04,Book Borrowed,Physics Vol 1,,2025-09-04,
732,2025-11-15,Reading Session,,3.0,,
732,2025-08-25,Book Borrowed,Computer Networks,,2025-08-25,
732,2025-10-05,Book Borrowed,Software Engineering,,2025-10-05,
732,2025-08-27,Book Borrowed,Digital Electronics,,2025-08-27,
732,2025-08-25,Book Returned,Control Systems,,,2025-09-07
732,2025-10-26,Reading Session,,4.0,,
732,2025-09-28,Book Returned,Database Management Systems,,,2025-10-08
732,2025-11-10,Book Borrowed,Power Systems,,2025-11-10,
732,2025-10-20,Book Returned,Chemistry Fundamentals,,,2025-11-03
732,2025-11-30,Book Borrowed,Database Management Systems,,2025-11-30,
732,2025-11-12,Book Borrowed,Artificial Intelligence,,2025-11-12,
801,2025-09-05,Reading Session,,3.0,,
801,2025-10-06,Book Borrowed,Introduction to Algorithms,,2025-10-06,
801,2025-11-30,Reading Session,,3.0,,
801,2025-09-01,Reading Session,,4.0,,
801,2025-10-07,Book Borrowed,Chemistry Fundamentals,,2025-10-07,
801,2025-11-22,Book Returned,Digital Electronics,,,2025-12-05
801,2025-09-21,Reading Session,,3.0,,
801,2025-11-26,Book Borrowed,Physics Vol 1,,2025-11-26,
801,2025-11-19,Reading Session,,3.0,,
801,2025-11-09,Reading Session,,2.0,,
801,2025-09-19,Reading Session,,2.0,,
52,2025-11-07,Reading Session,,3.0,,
52,2025-09-02,Book Returned,Database Management Systems,,,2025-09-10
52,2025-11-04,Book Borrowed,Digital Electronics,,2025-11-04,
52,2025-10-19,Reading Session,,4.0,,
52,2025-10-19,Book Borrowed,Database Management Systems,,2025-10-19,
52,2025-11-21,Book Borrowed,Computer Networks,,2025-11-21,
626,2025-09-16,Book Borrowed,Machine Learning,,2025-09-16,
626,2025-09-10,Reading Session,,2.0,,
626,2025-09-11,Book Returned,Computer Networks,,,2025-09-22
626,2025-09-03,Reading Session,,2.0,,
626,2025-08-27,Book Borrowed,Introduction to Algorithms,,2025-08-27,
626,2025-11-07,Reading Session,,3.0,,
626,2025-11-19,Book Returned,Software Engineering,,,2025-12-04
626,2025-09-16,Book Borrowed,Introduction to Algorithms,,2025-09-16,
626,2025-09-01,Book Borrowed,Introduction to Algorithms,,2025-09-01,
626,2025-10-19,Reading Session,,4.0,,
626,2025-11-13,Book Returned,Chemistry Fundamentals,,,2025-11-28
626,2025-09-01,Book Returned,Physics Vol 1,,,2025-09-08
626,2025-10-09,Book Returned,Advanced Mathematics,,,2025-10-23
626,2025-11-29,Reading Session,,2.0,,
799,2025-10-16,Book Returned,Machine Learning,,,2025-10-24
799,2025-10-10,Book Returned,Digital Electronics,,,2025-10-17
799,2025-09-18,Reading Session,,4.0,,
799,2025-11-22,Reading Session,,4.0,,
799,2025-09-22,Book Borrowed,Chemistry Fundamentals,,2025-09-22,
799,2025-08-23,Book Returned,Digital Electronics,,,2025-09-12
799,2025-09-21,Reading Session,,1.0,,
799,2025-11-13,Book Returned,Computer Networks,,,2025-11-23
799,2025-09-15,Book Returned,Physics Vol 1,,,2025-09-30
799,2025-10-23,Reading Session,,4.0,,
799,2025-09-21,Book Returned,Control Systems,,,2025-10-10
799,2025-09-18,Book Returned,Control Systems,,,2025-10-01
799,2025-09-16,Reading Session,,1.0,,
799,2025-10-20,Reading Session,,2.0,,
799,2025-11-17,Book Borrowed,Chemistry Fundamentals,,2025-11-17,
799,2025-11-29,Reading Session,,1.0,,
437,2025-11-12,Reading Session,,3.0,,
437,2025-10-28,Book Returned,Chemistry Fundamentals,,,2025-11-16
437,2025-09-05,Reading Session,,4.0,,
437,2025-10-21,Book Returned,Machine Learning,,,2025-11-04
437,2025-09-29,Reading Session,,3.0,,
677,2025-11-22,Book Returned,Data Structures and Algorithms,,,2025-12-08
677,2025-08-23,Book Borrowed,Operating Systems,,2025-08-23,
677,2025-08-26,Reading Session,,3.0,,
677,2025-10-18,Reading Session,,1.0,,
677,2025-10-25,Reading Session,,4.0,,
677,2025-09-08,Reading Session,,3.0,,
677,2025-10-04,Book Returned,Chemistry Fundamentals,,,2025-10-23
677,2025-10-03,Book Returned,Physics Vol 1,,,2025-10-22
677,2025-09-13,Reading Session,,2.0,,
677,2025-09-11,Book Borrowed,Software Engineering,,2025-09-11,
677,2025-09-07,Reading Session,,3.0,,
677,2025-11-04,Book Borrowed,Digital Electronics,,2025-11-04,
677,2025-11-21,Reading Session,,2.0,,
677,2025-09-23,Book Borrowed,Control Systems,,2025-09-23,
280,2025-11-27,Book Borrowed,Database Management Systems,,2025-11-27,
280,2025-08-31,Book Returned,Advanced Mathematics,,,2025-09-12
280,2025-10-24,Book Borrowed,Operating Systems,,2025-10-24,
280,2025-11-08,Book Borrowed,Introduction to Algorithms,,2025-11-08,
280,2025-10-28,Book Returned,Machine Learning,,,2025-11-14
280,2025-11-29,Book Borrowed,Digital Electronics,,2025-11-29,
280,2025-11-08,Book Borrowed,Physics Vol 1,,2025-11-08,
280,2025-10-09,Reading Session,,1.0,,
280,2025-11-09,Book Borrowed,Data Structures and Algorithms,,2025-11-09,
280,2025-11-19,Book Borrowed,Software Engineering,,2025-11-19,
280,2025-09-03,Book Returned,Control Systems,,,2025-09-13
280,2025-10-18,Reading Session,,1.0,,
280,2025-11-29,Reading Session,,3.0,,
280,2025-10-01,Book Returned,Power Systems,,,2025-10-17
280,2025-10-25,Reading Session,,1.0,,
194,2025-09-04,Reading Session,,4.0,,
194,2025-10-15,Reading Session,,4.0,,
194,2025-11-08,Reading Session,,1.0,,
194,2025-10-17,Book Returned,Chemistry Fundamentals,,,2025-11-01
194,2025-08-24,Book Returned,Artificial Intelligence,,,2025-09-08
650,2025-10-29,Book Borrowed,Power Systems,,2025-10-29,
650,2025-10-31,Reading Session,,1.0,,
650,2025-09-28,Reading Session,,4.0,,
650,2025-10-20,Book Returned,Machine Learning,,,2025-11-10
650,2025-11-02,Book Returned,Computer Networks,,,2025-11-16
650,2025-09-04,Reading Session,,4.0,,
650,2025-09-15,Book Returned,Operating Systems,,,2025-10-01
650,2025-10-15,Book Returned,Physics Vol 1,,,2025-10-26
650,2025-09-10,Book Returned,Database Management Systems,,,2025-10-01
650,2025-09-14,Reading Session,,4.0,,
650,2025-11-21,Book Returned,Machine Learning,,,2025-11-30
650,2025-11-17,Book Returned,Control Systems,,,2025-12-08
650,2025-08-26,Reading Session,,1.0,,
650,2025-10-21,Book Borrowed,Introduction to Algorithms,,2025-10-21,
650,2025-10-04,Book Borrowed,Data Structures and Algorithms,,2025-10-04,
825,2025-11-06,Reading Session,,2.0,,
825,2025-11-22,Book Borrowed,Data Structures and Algorithms,,2025-11-22,
825,2025-10-03,Book Borrowed,Data Structures and Algorithms,,2025-10-03,
825,2025-10-04,Book Borrowed,Operating Systems,,2025-10-04,
825,2025-09-18,Book Returned,Control Systems,,,2025-10-03
825,2025-10-25,Reading Session,,4.0,,
825,2025-10-10,Book Returned,Control Systems,,,2025-10-18
825,2025-10-23,Book Borrowed,Chemistry Fundamentals,,2025-10-23,
906,2025-09-29,Reading Session,,3.0,,
906,2025-10-25,Reading Session,,4.0,,
906,2025-08-28,Book Returned,Digital Electronics,,,2025-09-12
906,2025-09-17,Reading Session,,4.0,,
906,2025-11-17,Book Returned,Digital Electronics,,,2025-12-07
906,2025-11-26,Book Borrowed,Data Structures and Algorithms,,2025-11-26,
906,2025-09-26,Book Borrowed,Introduction to Algorithms,,2025-09-26,
906,2025-09-28,Reading Session,,4.0,,
906,2025-11-08,Book Borrowed,Database Management Systems,,2025-11-08,
125,2025-08-25,Book Returned,Advanced Mathematics,,,2025-09-11
125,2025-11-10,Book Borrowed,Computer Networks,,2025-11-10,
125,2025-09-30,Book Borrowed,Physics Vol 1,,2025-09-30,
125,2025-10-11,Reading Session,,2.0,,
125,2025-10-21,Book Borrowed,Physics Vol 1,,2025-10-21,
125,2025-10-25,Book Borrowed,Operating Systems,,2025-10-25,
125,2025-11-04,Book Returned,Machine Learning,,,2025-11-18
125,2025-11-01,Book Returned,Digital Electronics,,,2025-11-21
125,2025-10-01,Book Borrowed,Digital Electronics,,2025-10-01,
125,2025-08-29,Book Returned,Advanced Mathematics,,,2025-09-17
125,2025-10-14,Reading Session,,4.0,,
125,2025-11-19,Book Returned,Introduction to Algorithms,,,2025-12-05
125,2025-08-25,Book Returned,Computer Networks,,,2025-09-08
125,2025-10-05,Book Borrowed,Physics Vol 1,,2025-10-05,
125,2025-11-25,Reading Session,,2.0,,
125,2025-11-10,Book Borrowed,Chemistry Fundamentals,,2025-11-10,
688,2025-11-30,Book Returned,Artificial Intelligence,,,2025-12-21
688,2025-10-17,Book Borrowed,Physics Vol 1,,2025-10-17,
688,2025-10-02,Reading Session,,1.0,,
688,2025-08-28,Reading Session,,3.0,,
688,2025-08-24,Book Borrowed,Advanced Mathematics,,2025-08-24,
885,2025-09-30,Reading Session,,3.0,,
885,2025-09-30,Book Returned,Introduction to Algorithms,,,2025-10-17
885,2025-09-25,Book Returned,Database Management Systems,,,2025-10-09
885,2025-09-30,Book Borrowed,Advanced Mathematics,,2025-09-30,
885,2025-10-29,Book Returned,Data Structures and Algorithms,,,2025-11-15
885,2025-08-26,Book Borrowed,Database Management Systems,,2025-08-26,
885,2025-10-08,Reading Session,,1.0,,
885,2025-10-19,Reading Session,,4.0,,
994,2025-09-05,Book Borrowed,Control Systems,,2025-09-05,
994,2025-10-12,Reading Session,,4.0,,
994,2025-09-07,Reading Session,,2.0,,
994,2025-09-27,Book Borrowed,Artificial Intelligence,,2025-09-27,
994,2025-11-04,Reading Session,,3.0,,
994,2025-11-03,Reading Session,,1.0,,
994,2025-10-23,Book Returned,Control Systems,,,2025-11-06
858,2025-09-20,Book Returned,Advanced Mathematics,,,2025-10-04
858,2025-09-22,Book Borrowed,Introduction to Algorithms,,2025-09-22,
858,2025-09-18,Book Borrowed,Power Systems,,2025-09-18,
858,2025-10-11,Book Returned,Physics Vol 1,,,2025-10-25
858,2025-09-10,Book Borrowed,Computer Networks,,2025-09-10,
858,2025-11-06,Book Borrowed,Software Engineering,,2025-11-06,
858,2025-09-29,Book Borrowed,Machine Learning,,2025-09-29,
858,2025-10-11,Book Borrowed,Power Systems,,2025-10-11,
858,2025-08-28,Book Returned,Digital Electronics,,,2025-09-13
858,2025-10-09,Book Borrowed,Artificial Intelligence,,2025-10-09,
858,2025-10-16,Book Returned,Introduction to Algorithms,,,2025-10-26
858,2025-11-05,Book Borrowed,Data Structures and Algorithms,,2025-11-05,
858,2025-08-27,Book Returned,Database Management Systems,,,2025-09-10
858,2025-10-21,Book Borrowed,Database Management Systems,,2025-10-21,
858,2025-09-20,Reading Session,,2.0,,
858,2025-11-02,Book Returned,Computer Networks,,,2025-11-13
858,2025-11-26,Reading Session,,3.0,,
858,2025-11-01,Reading Session,,2.0,,
858,2025-09-11,Book Borrowed,Advanced Mathematics,,2025-09-11,
21,2025-09-05,Book Returned,Database Management Systems,,,2025-09-23
21,2025-09-28,Reading Session,,3.0,,
21,2025-09-17,Book Returned,Control Systems,,,2025-10-03
21,2025-10-04,Book Borrowed,Physics Vol 1,,2025-10-04,
21,2025-10-28,Book Borrowed,Data Structures and Algorithms,,2025-10-28,
21,2025-09-27,Book Returned,Introduction to Algorithms,,,2025-10-18
21,2025-09-16,Book Returned,Control Systems,,,2025-10-06
21,2025-10-06,Reading Session,,4.0,,
21,2025-11-10,Reading Session,,2.0,,
21,2025-09-06,Reading Session,,1.0,,
21,2025-09-25,Reading Session,,3.0,,
632,2025-08-24,Book Returned,Power Systems,,,2025-08-31
632,2025-09-27,Reading Session,,4.0,,
632,2025-09-28,Book Returned,Computer Networks,,,2025-10-09
632,2025-10-11,Book Borrowed,Database Management Systems,,2025-10-11,
632,2025-09-12,Reading Session,,4.0,,
632,2025-09-23,Book Returned,Machine Learning,,,2025-10-08
632,2025-11-27,Reading Session,,4.0,,
632,2025-11-08,Reading Session,,4.0,,
632,2025-10-29,Book Returned,Chemistry Fundamentals,,,2025-11-12
632,2025-08-28,Book Returned,Chemistry Fundamentals,,,2025-09-11
632,2025-09-16,Book Returned,Control Systems,,,2025-09-27
632,2025-08-23,Reading Session,,2.0,,
632,2025-08-25,Reading Session,,4.0,,
113,2025-09-17,Book Borrowed,Chemistry Fundamentals,,2025-09-17,
113,2025-11-22,Book Borrowed,Advanced Mathematics,,2025-11-22,
113,2025-11-13,Book Borrowed,Artificial Intelligence,,2025-11-13,
113,2025-10-25,Book Borrowed,Computer Networks,,2025-10-25,
113,2025-10-26,Reading Session,,1.0,,
113,2025-10-18,Reading Session,,3.0,,
113,2025-09-16,Reading Session,,4.0,,
113,2025-10-09,Book Borrowed,Database Management Systems,,2025-10-09,
113,2025-09-21,Book Borrowed,Software Engineering,,2025-09-21,
113,2025-09-01,Book Returned,Introduction to Algorithms,,,2025-09-11
113,2025-10-31,Book Returned,Physics Vol 1,,,2025-11-09
113,2025-11-12,Book Borrowed,Physics Vol 1,,2025-11-12,
113,2025-09-02,Reading Session,,4.0,,
113,2025-10-01,Book Borrowed,Machine Learning,,2025-10-01,
113,2025-11-25,Reading Session,,1.0,,
794,2025-11-26,Book Returned,Chemistry Fundamentals,,,2025-12-06
794,2025-11-01,Book Borrowed,Software Engineering,,2025-11-01,
794,2025-10-24,Reading Session,,1.0,,
794,2025-10-22,Book Borrowed,Advanced Mathematics,,2025-10-22,
794,2025-11-25,Book Returned,Physics Vol 1,,,2025-12-13
794,2025-10-05,Book Returned,Physics Vol 1,,,2025-10-25
381,2025-09-05,Book Returned,Chemistry Fundamentals,,,2025-09-22
381,2025-10-29,Book Returned,Artificial Intelligence,,,2025-11-06
381,2025-09-14,Reading Session,,3.0,,
381,2025-10-10,Book Borrowed,Control Systems,,2025-10-10,
381,2025-09-04,Book Borrowed,Computer Networks,,2025-09-04,
381,2025-11-14,Book Borrowed,Power Systems,,2025-11-14,
381,2025-09-17,Reading Session,,4.0,,
381,2025-09-18,Book Borrowed,Software Engineering,,2025-09-18,
381,2025-11-27,Book Borrowed,Database Management Systems,,2025-11-27,
381,2025-10-26,Book Returned,Operating Systems,,,2025-11-12
381,2025-09-17,Book Returned,Machine Learning,,,2025-10-08
381,2025-09-27,Book Returned,Advanced Mathematics,,,2025-10-12
381,2025-11-12,Book Returned,Digital Electronics,,,2025-11-25
381,2025-10-28,Book Borrowed,Machine Learning,,2025-10-28,
381,2025-10-19,Reading Session,,4.0,,
381,2025-11-10,Reading Session,,3.0,,
141,2025-11-12,Book Returned,Data Structures and Algorithms,,,2025-11-28
141,2025-11-01,Book Borrowed,Data Structures and Algorithms,,2025-11-01,
141,2025-11-29,Book Returned,Software Engineering,,,2025-12-18
141,2025-10-03,Book Borrowed,Artificial Intelligence,,2025-10-03,
141,2025-08-25,Book Borrowed,Digital Electronics,,2025-08-25,
832,2025-09-21,Book Borrowed,Introduction to Algorithms,,2025-09-21,
832,2025-10-11,Book Borrowed,Introduction to Algorithms,,2025-10-11,
832,2025-11-25,Book Returned,Computer Networks,,,2025-12-04
832,2025-09-29,Reading Session,,1.0,,
832,2025-09-20,Book Returned,Advanced Mathematics,,,2025-10-02
