student_id,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status
20,7.4,7.12,7.23,Stable,22,19,44,39,88.64,7.4,19,75.25,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
21,8.22,8.18,8.2,Stable,20,19,140,135,96.43,7.68,36,76.14,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Good,No
22,7.3,7.43,7.38,Stable,22,18,154,128,83.12,7.73,40,90.99,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
23,6.43,6.52,6.48,Stable,18,15,90,79,87.78,6.36,36,88.65,Low,2025-07-27,0,On Time,1,0,1,5,1,1,Average,No
24,6.13,6.77,6.51,Declining,20,16,140,112,80.0,5.62,36,83.08,Low,2025-07-27,0,On Time,1,0,1,7,1,0,Average,No
25,3.92,,3.92,Declining,20,8,20,8,40.0,3.92,8,83.67,High,2025-07-27,0,On Time,0,0,0,1,4,0,Poor,Yes
26,7.13,7.01,7.06,Stable,18,14,36,29,80.56,7.13,14,68.89,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
27,8.56,,8.56,Improving,22,21,22,21,95.45,8.56,21,85.88,Low,2025-07-29,2,On Time,0,0,0,1,0,0,Excellent,No
28,7.42,,7.42,Improving,18,14,18,14,77.78,7.42,14,65.73,Low,2025-07-30,3,Late,0,1,1,1,0,0,Good,No
29,5.15,5.27,5.22,Stable,20,13,40,27,67.5,5.15,13,69.09,Medium,2025-07-27,0,On Time,0,0,0,2,1,1,Below Average,No
30,7.52,7.5,7.51,Stable,18,16,54,48,88.89,7.29,38,67.68,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
31,6.15,6.34,6.26,Stable,22,18,154,131,85.06,5.47,36,71.8,Low,2025-07-28,1,On Time,0,0,0,7,1,0,Average,No
32,5.99,6.26,6.15,Stable,24,21,144,127,88.19,5.47,40,76.71,Low,2025-07-29,2,On Time,2,0,2,6,2,1,Average,No
33,5.56,5.74,5.67,Stable,18,14,54,44,81.48,4.82,38,89.24,Low,2025-07-27,0,On Time,1,1,2,3,1,1,Average,No
34,7.05,6.93,6.98,Stable,22,19,132,116,87.88,6.6,40,75.6,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Average,No
35,8.43,8.66,8.57,Stable,22,21,88,86,97.73,8.15,36,81.56,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Excellent,No
36,6.14,7.02,6.67,Declining,20,18,80,73,91.25,6.97,44,80.42,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Average,No
37,8.2,6.84,7.38,Improving,24,19,144,116,80.56,6.47,44,87.71,Low,2025-08-06,10,Very Late,0,0,0,6,0,0,Good,No
38,8.82,7.64,8.11,Improving,22,21,132,127,96.21,7.31,42,68.29,Low,2025-07-29,2,On Time,0,0,0,6,0,0,Good,No
39,5.89,6.98,6.54,Declining,18,16,90,81,90.0,6.44,38,68.75,Low,2025-07-27,0,On Time,1,0,1,5,2,2,Average,No
40,6.38,6.5,6.45,Stable,22,17,88,71,80.68,5.92,40,80.28,Low,2025-07-29,2,On Time,0,0,0,4,1,1,Average,No
41,5.97,6.22,6.12,Stable,24,22,168,158,94.05,5.79,36,86.97,Low,2025-08-01,5,Late,0,0,0,7,0,0,Average,No
42,5.17,5.13,5.15,Stable,24,18,96,72,75.0,5.12,42,67.37,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Below Average,No
43,5.35,5.49,5.43,Stable,18,11,36,23,63.89,5.35,11,69.42,Medium,2025-07-27,0,On Time,0,0,0,2,0,0,Below Average,No
44,6.86,6.23,6.48,Improving,22,19,66,59,89.39,6.46,38,79.29,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Average,No
45,7.43,7.14,7.26,Stable,18,16,108,96,88.89,6.9,36,65.78,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
46,7.9,7.97,7.94,Stable,18,14,72,59,81.94,8.33,36,79.6,Low,2025-08-01,5,Late,0,0,0,4,0,0,Good,No
47,7.75,7.62,7.67,Stable,18,14,36,29,80.56,7.75,14,81.99,Low,2025-08-01,5,Late,0,0,0,2,0,0,Good,No
48,5.28,,5.28,Improving,20,12,20,12,60.0,5.28,12,93.44,Medium,2025-07-28,1,On Time,0,0,0,1,2,2,Below Average,No
49,5.85,5.97,5.92,Stable,24,16,72,48,66.67,6.3,40,89.17,Low,2025-07-27,0,On Time,1,0,1,3,1,0,Average,No
50,6.53,6.58,6.56,Stable,18,15,72,60,83.33,6.56,40,87.53,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
51,7.04,7.16,7.11,Stable,22,18,44,37,84.09,7.04,18,69.44,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
52,5.65,6.8,6.34,Declining,22,19,110,99,90.0,6.81,44,71.78,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
53,6.49,6.31,6.38,Stable,20,17,140,125,89.29,5.5,36,92.78,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
54,5.85,7.14,6.62,Declining,20,17,80,70,87.5,5.95,44,94.54,Low,2025-07-30,3,Late,0,0,0,4,0,0,Average,No
55,5.45,5.99,5.77,Declining,20,16,120,100,83.33,5.84,36,75.82,Low,2025-08-03,7,Late,0,0,0,6,2,0,Average,No
56,7.74,7.1,7.36,Improving,24,21,72,63,87.5,7.0,42,86.04,Low,2025-08-03,7,Late,0,0,0,3,0,0,Good,No
57,6.5,6.31,6.39,Stable,24,19,96,77,80.21,5.97,36,85.73,Low,2025-07-29,2,On Time,0,0,0,4,2,1,Average,No
58,7.17,7.1,7.13,Stable,18,16,90,83,92.22,6.2,38,78.24,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
59,7.81,,7.81,Improving,24,20,24,20,83.33,7.81,20,81.46,Low,2025-07-27,0,On Time,0,0,0,1,1,0,Good,No
60,7.79,7.81,7.8,Stable,18,16,36,32,88.89,7.79,16,72.27,Low,2025-07-30,3,Late,0,0,0,2,0,0,Good,No
61,10.0,,10.0,Stable,20,19,20,19,95.0,10.0,19,75.41,Low,2025-08-06,10,Very Late,0,0,0,1,1,1,Excellent,No
62,8.01,7.98,7.99,Stable,20,18,120,110,91.67,7.89,44,92.6,Low,2025-07-29,2,On Time,0,0,0,6,0,0,Good,No
63,7.33,6.68,6.94,Improving,24,21,72,64,88.89,7.23,42,94.12,Low,2025-07-29,2,On Time,0,0,0,3,1,0,Average,No
64,8.0,7.09,7.45,Improving,24,19,168,138,82.14,6.67,40,79.59,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
65,6.2,4.75,5.33,Improving,24,17,144,107,74.31,5.52,40,84.61,Low,2025-07-29,2,On Time,0,0,0,6,2,0,Below Average,No
66,6.44,7.09,6.83,Declining,20,16,80,64,80.0,6.23,42,88.88,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Average,No
67,5.78,5.62,5.68,Stable,24,17,168,119,70.83,5.13,42,68.12,Low,2025-08-01,5,Late,1,0,1,7,1,1,Average,No
68,6.18,5.89,6.01,Stable,24,22,96,90,93.75,5.81,44,87.0,Low,2025-07-27,0,On Time,1,0,1,4,2,0,Average,No
69,7.98,6.5,7.09,Improving,22,18,154,127,82.47,6.46,42,82.84,Low,2025-08-03,7,Late,0,0,0,7,0,0,Good,No
70,8.21,8.2,8.2,Stable,20,19,140,134,95.71,7.79,40,76.16,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
71,6.99,8.36,7.81,Declining,22,17,154,125,81.17,7.73,44,75.28,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
72,5.57,6.17,5.93,Declining,18,11,54,33,61.11,5.58,44,93.91,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Average,No
73,5.85,5.82,5.83,Stable,22,16,132,96,72.73,5.18,42,88.79,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Average,No
74,7.44,6.64,6.96,Improving,24,22,168,156,92.86,7.37,40,90.89,Low,2025-07-27,0,On Time,0,0,0,7,1,0,Average,No
75,6.53,6.37,6.43,Stable,18,15,72,60,83.33,5.86,44,77.67,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
76,7.41,6.15,6.65,Improving,18,16,36,32,88.89,7.41,16,60.82,Low,2025-07-29,2,On Time,2,0,2,2,0,0,Average,No
77,4.43,,4.43,Improving,18,14,18,14,77.78,4.43,14,65.44,High,2025-07-27,0,On Time,0,0,0,1,1,0,Below Average,Yes
78,8.39,8.2,8.28,Stable,22,21,44,43,97.73,8.39,21,66.65,Low,2025-07-30,3,Late,0,0,0,2,0,0,Good,No
79,5.93,5.72,5.8,Stable,20,16,40,33,82.5,5.93,16,88.27,Medium,2025-07-28,1,On Time,0,0,0,2,0,0,Average,No
80,7.3,7.46,7.4,Stable,24,20,72,60,83.33,7.26,38,93.76,Low,2025-07-29,2,On Time,0,0,0,3,0,0,Good,No
81,6.31,5.61,5.89,Improving,20,16,60,48,80.0,5.6,40,91.16,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Average,No
82,6.23,5.55,5.82,Improving,18,12,126,86,68.25,5.56,36,71.15,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
83,7.84,7.89,7.87,Stable,18,15,90,78,86.67,7.58,44,83.02,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
84,6.21,5.44,5.75,Improving,24,16,72,48,66.67,6.24,36,85.58,Low,2025-07-30,3,Late,0,0,0,3,0,0,Average,No
85,5.4,6.86,6.28,Declining,20,17,140,123,87.86,6.69,36,88.32,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
86,5.9,5.65,5.75,Stable,22,14,154,101,65.58,5.0,44,82.81,Low,2025-07-29,2,On Time,1,0,1,7,1,1,Average,No
87,5.04,5.55,5.35,Declining,24,16,48,33,68.75,5.04,16,88.62,Medium,2025-07-27,0,On Time,2,0,2,2,2,1,Below Average,No
88,6.97,6.8,6.87,Stable,22,19,154,135,87.66,5.95,42,76.38,Low,2025-07-28,1,On Time,2,0,2,7,0,0,Average,No
89,5.04,5.21,5.14,Stable,20,13,80,52,65.0,4.44,44,74.96,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Below Average,No
90,5.91,,5.91,Stable,22,16,22,16,72.73,5.91,16,83.09,Medium,2025-07-27,0,On Time,0,0,0,1,1,1,Average,No
91,5.3,5.24,5.26,Stable,20,14,120,86,71.67,5.74,44,74.86,Low,2025-08-01,5,Late,0,0,0,6,1,1,Below Average,No
92,8.47,8.22,8.32,Stable,24,23,120,118,98.33,8.27,36,78.1,Low,2025-08-03,7,Late,0,0,0,5,0,0,Good,No
93,8.05,7.89,7.95,Stable,20,18,120,109,90.83,8.37,44,83.02,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No
94,8.11,8.33,8.24,Stable,18,17,126,122,96.83,8.16,40,81.79,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
95,7.92,8.08,8.02,Stable,18,17,126,121,96.03,7.87,44,71.27,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
96,8.99,8.39,8.63,Improving,24,22,48,45,93.75,8.99,22,65.3,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Excellent,No
97,6.74,7.72,7.33,Declining,24,21,72,63,87.5,7.19,40,76.93,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Good,No
98,7.23,5.74,6.34,Improving,18,15,54,46,85.19,6.72,44,81.52,Low,2025-07-28,1,On Time,2,0,2,3,0,0,Average,No
99,8.18,8.47,8.35,Stable,24,23,168,165,98.21,7.83,40,83.28,Low,2025-07-27,0,On Time,0,1,1,7,0,0,Good,No
100,6.73,8.08,7.54,Declining,18,16,126,116,92.06,6.87,44,75.04,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
101,6.89,6.3,6.54,Improving,24,20,168,146,86.9,5.8,42,92.85,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
102,7.21,7.05,7.11,Stable,20,17,40,34,85.0,7.21,17,88.33,Low,2025-07-28,1,On Time,1,0,1,2,0,0,Good,No
103,7.86,7.25,7.49,Improving,18,16,126,115,91.27,7.19,44,78.87,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
104,8.1,8.19,8.15,Stable,22,21,154,148,96.1,8.18,36,94.29,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
105,7.88,7.77,7.81,Stable,24,20,72,61,84.72,7.05,40,78.56,Low,2025-07-27,0,On Time,0,1,1,3,0,0,Good,No
106,6.0,6.55,6.33,Declining,22,20,154,141,91.56,6.35,38,81.98,Low,2025-08-06,10,Very Late,0,0,0,7,0,0,Average,No
107,5.25,5.1,5.16,Stable,24,15,144,92,63.89,4.43,42,69.99,Low,2025-07-28,1,On Time,0,0,0,6,1,1,Below Average,No
108,5.51,5.56,5.54,Stable,18,13,126,95,75.4,5.07,38,69.26,Low,2025-07-29,2,On Time,0,0,0,7,1,0,Average,No
109,5.12,5.89,5.58,Declining,24,17,48,35,72.92,5.12,17,85.99,Medium,2025-07-29,2,On Time,1,0,1,2,1,1,Average,No
110,8.37,8.18,8.26,Stable,22,21,154,147,95.45,8.46,38,67.53,Low,2025-08-06,10,Very Late,0,0,0,7,0,0,Good,No
111,6.79,5.69,6.13,Improving,24,20,168,140,83.33,6.35,38,89.87,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
112,6.74,5.64,6.08,Improving,24,20,144,122,84.72,6.06,42,68.26,Low,2025-07-27,0,On Time,2,0,2,6,1,0,Average,No
113,7.95,,7.95,Stable,22,18,22,18,81.82,7.95,18,86.15,Low,2025-07-30,3,Late,0,0,0,1,1,1,Good,No
114,5.41,,5.41,Stable,20,13,20,13,65.0,5.41,13,91.74,Medium,2025-07-28,1,On Time,0,0,0,1,1,1,Below Average,No
115,6.3,6.02,6.13,Stable,22,17,110,88,80.0,6.04,42,78.61,Low,2025-07-27,0,On Time,1,0,1,5,0,0,Average,No
116,4.42,4.94,4.73,Declining,24,20,168,140,83.33,4.42,42,78.24,Low,2025-07-27,0,On Time,0,0,0,7,3,1,Below Average,Yes
117,7.37,6.47,6.83,Improving,24,19,144,119,82.64,6.87,40,80.11,Low,2025-07-27,0,On Time,2,0,2,6,1,1,Average,No
118,6.74,5.61,6.06,Improving,24,21,48,43,89.58,6.74,21,64.16,Medium,2025-07-28,1,On Time,0,0,0,2,1,0,Average,No
119,8.0,,8.0,Stable,22,21,22,21,95.45,8.0,21,74.93,Low,2025-08-03,7,Late,0,1,1,1,0,0,Good,No
120,5.44,6.58,6.12,Declining,22,18,66,56,84.85,5.31,42,81.64,Low,2025-07-29,2,On Time,0,0,0,3,1,0,Average,No
121,6.98,6.15,6.48,Improving,20,16,100,81,81.0,5.57,44,76.11,Low,2025-07-30,3,Late,1,0,1,5,1,0,Average,No
122,8.17,7.42,7.72,Improving,18,16,36,33,91.67,8.17,16,75.0,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
123,8.25,7.29,7.67,Improving,22,18,132,109,82.58,7.83,44,91.15,Low,2025-08-01,5,Late,0,0,0,6,0,0,Good,No
124,8.15,8.23,8.2,Stable,18,17,108,104,96.3,7.4,44,87.77,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
125,5.91,6.66,6.36,Declining,24,22,120,111,92.5,5.91,40,66.13,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Average,No
126,7.6,6.37,6.86,Improving,22,20,88,80,90.91,6.23,40,65.18,Low,2025-07-30,3,Late,0,0,0,4,1,0,Average,No
127,6.06,6.08,6.07,Stable,18,15,72,60,83.33,6.1,44,89.4,Low,2025-07-27,0,On Time,1,0,1,4,1,1,Average,No
128,8.53,7.99,8.21,Improving,18,17,36,34,94.44,8.53,17,62.47,Low,2025-07-27,0,On Time,1,0,1,2,0,0,Good,No
129,5.24,5.51,5.4,Stable,18,12,54,38,70.37,5.19,40,70.8,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Below Average,No
130,6.96,7.23,7.12,Stable,20,16,140,113,80.71,6.91,42,71.64,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
131,5.52,5.3,5.39,Stable,22,17,66,51,77.27,5.57,42,86.29,Low,2025-07-27,0,On Time,0,0,0,3,1,1,Below Average,No
132,6.26,6.02,6.12,Stable,20,16,140,115,82.14,5.5,42,92.78,Low,2025-07-27,0,On Time,0,0,0,7,1,0,Average,No
133,7.33,7.18,7.24,Stable,24,22,96,88,91.67,6.5,44,67.81,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Good,No
134,8.09,,8.09,Stable,20,19,20,19,95.0,8.09,19,88.99,Low,2025-08-06,10,Very Late,0,1,1,1,1,1,Good,No
135,8.17,7.15,7.56,Improving,18,15,54,45,83.33,6.56,44,78.19,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Good,No
136,5.89,6.06,5.99,Stable,22,16,110,80,72.73,5.59,36,86.64,Low,2025-07-28,1,On Time,0,0,0,5,1,1,Average,No
137,7.91,,7.91,Stable,18,16,18,16,88.89,7.91,16,61.84,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
138,6.66,6.11,6.33,Improving,24,22,72,67,93.06,6.31,36,73.02,Low,2025-08-01,5,Late,0,0,0,3,1,1,Average,No
139,6.12,,6.12,Improving,22,19,22,19,86.36,6.12,19,70.73,Medium,2025-07-27,0,On Time,0,0,0,1,1,1,Average,No
140,6.63,7.79,7.33,Declining,20,16,40,32,80.0,6.63,16,72.48,Medium,2025-08-01,5,Late,0,0,0,2,0,0,Good,No
141,4.49,5.51,5.1,Declining,18,14,72,59,81.94,5.19,36,85.68,Low,2025-07-27,0,On Time,0,0,0,4,2,1,Below Average,No
142,4.96,5.49,5.28,Declining,20,12,40,25,62.5,4.96,12,90.07,High,2025-07-27,0,On Time,1,0,1,2,1,0,Below Average,No
143,7.39,,7.39,Declining,24,21,24,21,87.5,7.39,21,88.24,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
144,6.84,7.01,6.94,Stable,24,20,96,83,86.46,6.79,44,94.91,Low,2025-08-01,5,Late,1,0,1,4,2,1,Average,No
145,4.78,5.66,5.31,Declining,20,12,140,86,61.43,4.74,44,87.57,Low,2025-08-03,7,Late,0,0,0,7,0,0,Below Average,No
146,6.04,6.0,6.02,Stable,18,15,126,111,88.1,5.08,44,77.26,Low,2025-08-01,5,Late,1,0,1,7,1,0,Average,No
147,5.43,,5.43,Stable,18,11,18,11,61.11,5.43,11,74.01,Medium,2025-07-28,1,On Time,0,0,0,1,0,0,Below Average,No
148,7.84,8.0,7.94,Stable,22,20,88,82,93.18,7.23,36,81.13,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
149,7.76,6.73,7.14,Improving,18,16,108,99,91.67,7.0,44,93.61,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
150,4.45,5.22,4.91,Declining,20,12,100,60,60.0,5.24,42,86.54,Low,2025-08-03,7,Late,1,0,1,5,1,1,Below Average,Yes
151,7.52,7.4,7.45,Stable,20,16,120,99,82.5,7.83,44,93.22,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
152,5.86,5.94,5.91,Stable,22,16,132,100,75.76,6.22,38,79.3,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Average,No
153,5.8,6.97,6.5,Declining,22,20,66,60,90.91,6.74,42,86.79,Low,2025-08-06,10,Very Late,0,0,0,3,0,0,Average,No
154,7.71,6.41,6.93,Improving,20,16,60,48,80.0,7.04,38,92.39,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Average,No
155,7.1,,7.1,Improving,24,21,24,21,87.5,7.1,21,69.72,Low,2025-07-28,1,On Time,0,0,0,1,0,0,Good,No
156,6.01,4.89,5.34,Improving,20,15,80,61,76.25,5.4,42,80.39,Low,2025-07-28,1,On Time,0,0,0,4,1,1,Below Average,No
157,8.14,7.98,8.04,Stable,20,19,60,57,95.0,8.31,40,75.78,Low,2025-07-27,0,On Time,0,1,1,3,0,0,Good,No
158,6.29,6.44,6.38,Stable,20,17,40,34,85.0,6.29,17,66.93,Medium,2025-07-27,0,On Time,0,0,0,2,1,1,Average,No
159,6.62,8.07,7.49,Declining,18,15,108,90,83.33,7.78,36,69.07,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
160,5.62,5.89,5.78,Stable,18,14,108,86,79.63,5.85,44,87.38,Low,2025-07-30,3,Late,0,0,0,6,1,1,Average,No
161,7.95,7.38,7.61,Improving,18,17,126,119,94.44,7.4,36,94.0,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
162,6.56,7.95,7.39,Declining,20,17,60,53,88.33,6.91,44,81.57,Low,2025-08-03,7,Late,0,0,0,3,0,0,Good,No
163,5.19,6.29,5.85,Declining,18,12,72,50,69.44,5.82,40,75.08,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
164,4.74,,4.74,Stable,22,16,22,16,72.73,4.74,16,60.93,High,2025-07-27,0,On Time,0,0,0,1,1,1,Below Average,Yes
165,4.79,6.17,5.62,Declining,24,20,144,121,84.03,5.56,44,92.82,Low,2025-08-03,7,Late,0,0,0,6,1,1,Average,No
166,8.49,8.35,8.41,Stable,22,21,110,106,96.36,8.57,44,65.37,Low,2025-07-27,0,On Time,1,0,1,5,0,0,Good,No
167,6.66,5.83,6.16,Improving,22,20,44,40,90.91,6.66,20,70.02,Medium,2025-07-27,0,On Time,1,0,1,2,0,0,Average,No
168,8.33,6.86,7.45,Improving,24,22,168,154,91.67,7.89,42,76.93,Low,2025-07-28,1,On Time,0,1,1,7,0,0,Good,No
169,6.91,7.04,6.99,Stable,20,17,80,71,88.75,7.29,36,75.05,Low,2025-08-06,10,Very Late,0,0,0,4,1,1,Average,No
170,5.93,5.78,5.84,Stable,24,17,120,85,70.83,5.75,38,72.36,Low,2025-08-03,7,Late,1,0,1,5,0,0,Average,No
171,5.78,6.41,6.16,Declining,18,15,54,47,87.04,6.44,44,88.83,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Average,No
172,10.51,,10.51,Stable,22,21,22,21,95.45,10.51,21,77.77,Low,2025-07-28,1,On Time,0,0,0,1,1,1,Excellent,No
173,5.87,5.87,5.87,Stable,20,13,80,52,65.0,5.03,40,81.18,Low,2025-07-30,3,Late,1,0,1,4,2,0,Average,No
174,7.48,6.51,6.9,Improving,20,16,140,115,82.14,6.89,38,71.51,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
175,8.31,8.26,8.28,Stable,24,23,96,93,96.88,8.26,40,80.22,Low,2025-08-03,7,Late,0,0,0,4,0,0,Good,No
176,8.28,8.23,8.25,Stable,24,23,120,118,98.33,7.61,40,67.83,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Good,No
177,6.57,7.51,7.13,Declining,22,18,110,90,81.82,7.47,38,68.84,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
178,8.45,,8.45,Improving,18,17,18,17,94.44,8.45,17,68.73,Low,2025-07-28,1,On Time,0,0,0,1,0,0,Good,No
179,6.64,7.42,7.11,Declining,24,19,144,118,81.94,6.35,38,88.12,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No
180,8.26,7.11,7.57,Improving,24,20,168,146,86.9,7.97,44,80.08,Low,2025-07-28,1,On Time,1,0,1,7,0,0,Good,No
181,8.75,7.47,7.98,Improving,18,16,126,113,89.68,8.11,40,92.86,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
182,8.29,8.04,8.14,Stable,18,17,126,125,99.21,7.92,40,93.54,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
183,7.29,5.8,6.4,Improving,22,18,132,111,84.09,6.41,44,71.15,Low,2025-08-06,10,Very Late,2,0,2,6,0,0,Average,No
184,7.28,6.75,6.96,Improving,20,18,60,54,90.0,7.24,36,88.32,Low,2025-07-27,0,On Time,1,0,1,3,1,1,Average,No
185,7.62,7.34,7.45,Stable,20,18,140,129,92.14,7.82,40,73.32,Low,2025-08-01,5,Late,0,0,0,7,0,0,Good,No
186,7.31,6.16,6.62,Improving,18,16,126,114,90.48,6.16,38,73.68,Low,2025-07-27,0,On Time,2,0,2,7,1,1,Average,No
