student_id,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status
23,5.27,6.04,5.73,Declining,20,14,140,99,70.71,5.6,38,73.96,Low,2025-08-03,7,Late,0,0,0,7,2,1,Average,No
24,6.1,5.8,5.92,Stable,20,14,140,101,72.14,5.98,38,70.09,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
25,7.9,7.86,7.88,Stable,18,14,126,101,80.16,7.14,38,72.19,Low,2025-08-06,10,Very Late,0,0,0,7,0,0,Good,No
26,5.03,,5.03,Stable,22,18,22,18,81.82,5.03,18,78.72,Medium,2025-07-28,1,On Time,0,0,0,1,2,1,Below Average,No
27,8.04,7.92,7.97,Stable,24,22,72,66,91.67,8.38,40,88.08,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Good,No
28,7.49,7.46,7.47,Stable,24,22,96,89,92.71,7.89,44,85.12,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
29,7.85,6.46,7.02,Improving,22,18,66,56,84.85,7.29,42,78.79,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Good,No
30,4.15,4.93,4.62,Declining,20,14,80,58,72.5,4.54,42,74.98,Low,2025-07-27,0,On Time,0,0,0,4,3,2,Below Average,Yes
31,7.62,,7.62,Stable,20,17,20,17,85.0,7.62,17,93.55,Low,2025-07-29,2,On Time,0,0,0,1,0,0,Good,No
32,6.83,7.4,7.17,Declining,22,19,88,77,87.5,7.06,38,94.62,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
33,5.78,5.89,5.85,Stable,18,13,90,66,73.33,5.27,38,91.78,Low,2025-07-30,3,Late,0,0,0,5,0,0,Average,No
34,7.21,6.21,6.61,Improving,20,17,140,120,85.71,5.9,40,68.55,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
35,8.4,8.49,8.45,Stable,20,19,100,96,96.0,8.69,42,74.61,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
36,5.34,,5.34,Declining,20,14,20,14,70.0,5.34,14,87.42,Medium,2025-07-29,2,On Time,0,0,0,1,1,1,Below Average,No
37,6.93,6.77,6.83,Stable,24,20,168,145,86.31,6.1,36,83.38,Low,2025-07-29,2,On Time,1,0,1,7,0,0,Average,No
38,7.73,7.98,7.88,Stable,18,16,126,115,91.27,7.93,40,85.34,Low,2025-08-11,15,Very Late,0,0,0,7,0,0,Good,No
39,7.3,5.87,6.44,Improving,22,17,44,35,79.55,7.3,17,74.86,Low,2025-07-29,2,On Time,0,0,0,2,2,0,Average,No
40,4.27,4.78,4.58,Declining,20,12,140,89,63.57,4.09,40,92.26,Low,2025-07-27,0,On Time,3,0,3,7,3,1,Below Average,Yes
41,6.61,6.69,6.66,Stable,22,19,44,38,86.36,6.61,19,94.29,Medium,2025-07-27,0,On Time,2,0,2,2,0,0,Average,No
42,4.77,6.19,5.62,Declining,18,14,126,103,81.75,5.95,40,91.71,Low,2025-08-03,7,Late,0,1,1,7,0,0,Average,No
43,5.43,,5.43,Declining,18,11,18,11,61.11,5.43,11,77.86,Medium,2025-08-03,7,Late,0,0,0,1,1,0,Below Average,No
44,8.21,8.38,8.31,Stable,22,21,154,150,97.4,8.12,38,69.18,Low,2025-08-01,5,Late,0,0,0,7,0,0,Good,No
45,8.11,8.24,8.19,Stable,22,20,154,146,94.81,7.22,36,70.88,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
46,6.22,6.06,6.12,Stable,20,17,120,103,85.83,5.53,38,91.44,Low,2025-07-30,3,Late,0,0,0,6,1,1,Average,No
47,6.06,6.08,6.07,Stable,18,16,36,32,88.89,6.06,16,86.7,Medium,2025-07-27,0,On Time,0,0,0,2,1,1,Average,No
48,8.63,,8.63,Improving,18,17,18,17,94.44,8.63,17,73.32,Low,2025-07-29,2,On Time,0,0,0,1,0,0,Excellent,No
49,6.22,6.12,6.16,Stable,18,16,90,80,88.89,6.07,38,93.2,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
50,7.92,7.64,7.75,Stable,18,16,54,50,92.59,8.2,42,86.08,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
51,5.47,,5.47,Stable,22,16,22,16,72.73,5.47,16,89.1,Medium,2025-07-27,0,On Time,0,0,0,1,1,1,Below Average,No
52,5.19,5.77,5.54,Declining,24,15,72,47,65.28,4.92,38,86.02,Low,2025-07-27,0,On Time,2,0,2,3,1,1,Average,No
53,7.31,6.16,6.62,Improving,24,19,72,57,79.17,6.19,36,78.81,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Average,No
54,7.84,7.6,7.7,Stable,24,21,168,152,90.48,7.91,44,71.84,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Good,No
55,6.44,7.13,6.85,Declining,24,19,96,79,82.29,6.57,38,73.66,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
56,7.13,5.88,6.38,Improving,22,19,154,135,87.66,6.45,36,78.25,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Average,No
57,5.69,5.55,5.61,Stable,24,18,168,128,76.19,4.7,38,81.14,Low,2025-07-29,2,On Time,1,0,1,7,0,0,Average,No
58,8.43,8.57,8.51,Stable,22,20,154,146,94.81,8.57,36,93.76,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Excellent,No
59,8.05,6.82,7.31,Improving,24,19,144,118,81.94,6.65,40,66.2,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
60,5.57,6.22,5.96,Declining,24,20,168,140,83.33,5.91,42,68.09,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Average,No
61,7.28,6.5,6.81,Improving,20,17,80,69,86.25,5.96,44,65.41,Low,2025-07-29,2,On Time,0,0,0,4,0,0,Average,No
62,6.3,6.57,6.46,Stable,22,19,110,99,90.0,6.47,44,76.35,Low,2025-07-28,1,On Time,0,0,0,5,1,0,Average,No
63,6.99,7.25,7.15,Stable,18,14,54,43,79.63,7.61,38,91.68,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
64,8.22,6.84,7.39,Improving,24,19,168,139,82.74,7.02,38,77.13,Low,2025-08-03,7,Late,0,0,0,7,0,0,Good,No
65,5.31,5.92,5.68,Declining,22,18,154,129,83.77,5.89,44,78.67,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
66,7.85,7.98,7.93,Stable,22,18,44,37,84.09,7.85,18,84.16,Low,2025-07-28,1,On Time,0,0,0,2,0,0,Good,No
67,7.18,7.07,7.11,Stable,24,22,96,91,94.79,6.87,42,86.22,Low,2025-08-11,15,Very Late,0,0,0,4,0,0,Good,No
68,6.7,7.94,7.44,Declining,22,20,154,142,92.21,7.94,44,75.47,Low,2025-08-01,5,Late,0,0,0,7,0,0,Good,No
69,5.31,5.28,5.29,Stable,20,16,80,64,80.0,4.69,42,77.02,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Below Average,No
70,4.42,5.85,5.28,Declining,24,20,168,142,84.52,4.33,36,87.92,Low,2025-07-27,0,On Time,0,0,0,7,2,2,Below Average,No
71,4.25,5.26,4.86,Declining,22,15,110,78,70.91,4.34,40,92.85,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Below Average,Yes
72,8.39,8.69,8.57,Stable,24,22,48,45,93.75,8.39,22,70.44,Low,2025-08-06,10,Very Late,0,0,0,2,0,0,Excellent,No
73,7.78,,7.78,Improving,24,19,24,19,79.17,7.78,19,69.73,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
74,6.26,6.41,6.35,Stable,24,22,72,68,94.44,6.03,44,84.15,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Average,No
75,8.81,7.82,8.22,Improving,22,21,154,149,96.75,8.27,36,82.75,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
76,7.01,5.95,6.37,Improving,18,15,36,30,83.33,7.01,15,87.81,Low,2025-07-27,0,On Time,0,0,0,2,1,1,Average,No
77,6.65,6.72,6.69,Stable,20,16,120,98,81.67,6.99,44,86.48,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Average,No
78,6.1,7.04,6.66,Declining,24,19,48,38,79.17,6.1,19,93.31,Medium,2025-07-30,3,Late,0,0,0,2,1,1,Average,No
79,8.63,7.39,7.89,Improving,20,18,140,132,94.29,7.33,36,68.18,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
80,5.65,5.4,5.5,Stable,18,14,126,101,80.16,5.93,44,74.11,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
81,5.41,5.99,5.76,Declining,22,15,110,75,68.18,4.79,36,78.53,Low,2025-07-30,3,Late,0,0,0,5,0,0,Average,No
82,7.75,7.9,7.84,Stable,22,20,154,144,93.51,7.89,42,91.43,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
83,4.05,4.88,4.55,Declining,18,12,72,50,69.44,3.68,44,94.34,Low,2025-07-29,2,On Time,0,0,0,4,3,1,Below Average,Yes
84,8.72,,8.72,Stable,18,17,18,17,94.44,8.72,17,62.16,Low,2025-07-29,2,On Time,0,0,0,1,0,0,Excellent,No
85,6.89,6.59,6.71,Stable,24,22,96,88,91.67,6.26,38,93.09,Low,2025-07-28,1,On Time,1,1,2,4,1,1,Average,No
86,5.35,5.51,5.45,Stable,24,15,72,45,62.5,5.88,42,79.71,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Below Average,No
87,9.53,,9.53,Stable,24,23,24,23,95.83,9.53,23,93.62,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
88,7.95,6.59,7.13,Improving,22,19,44,39,88.64,7.95,19,94.83,Low,2025-08-03,7,Late,0,0,0,2,0,0,Good,No
89,5.23,6.43,5.95,Declining,20,14,60,44,73.33,5.78,44,66.85,Low,2025-08-01,5,Late,1,0,1,3,0,0,Average,No
90,5.04,5.03,5.03,Stable,24,18,144,112,77.78,5.43,36,90.88,Low,2025-07-30,3,Late,0,0,0,6,0,0,Below Average,No
91,5.25,6.42,5.95,Declining,18,13,36,27,75.0,5.25,13,64.83,Medium,2025-07-27,0,On Time,0,0,0,2,1,0,Average,No
92,7.59,7.5,7.54,Stable,24,19,96,77,80.21,7.57,40,91.06,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
93,5.32,5.23,5.27,Stable,22,16,154,118,76.62,4.29,42,74.44,Low,2025-07-30,3,Late,0,0,0,7,0,0,Below Average,No
94,6.99,7.12,7.07,Stable,22,18,154,128,83.12,7.34,36,69.84,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
95,5.82,6.74,6.37,Declining,20,16,60,49,81.67,6.81,36,69.89,Low,2025-07-27,0,On Time,0,0,0,3,2,2,Average,No
96,5.99,5.95,5.97,Stable,18,12,126,90,71.43,5.26,44,65.17,Low,2025-07-27,0,On Time,0,0,0,7,1,0,Average,No
97,5.69,5.84,5.78,Stable,22,13,110,67,60.91,6.12,36,86.95,Low,2025-08-01,5,Late,0,0,0,5,0,0,Average,No
98,6.99,6.97,6.98,Stable,24,20,96,83,86.46,7.3,42,72.76,Low,2025-07-29,2,On Time,0,0,0,4,0,0,Average,No
99,5.53,5.64,5.6,Stable,22,17,154,124,80.52,4.74,40,68.31,Low,2025-07-29,2,On Time,2,0,2,7,0,0,Average,No
100,5.75,5.79,5.77,Stable,20,13,120,80,66.67,6.19,42,72.13,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No
101,4.82,,4.82,Declining,24,19,24,19,79.17,4.82,19,66.12,High,2025-08-03,7,Late,0,0,0,1,3,2,Below Average,Yes
102,5.4,5.38,5.39,Stable,24,16,168,115,68.45,4.88,40,93.76,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Below Average,No
103,6.36,,6.36,Stable,22,19,22,19,86.36,6.36,19,67.33,Medium,2025-07-28,1,On Time,0,0,0,1,2,1,Average,No
104,4.07,5.46,4.9,Declining,22,16,88,65,73.86,4.45,38,92.67,Low,2025-08-01,5,Late,2,0,2,4,0,0,Below Average,Yes
105,5.89,,5.89,Stable,22,13,22,13,59.09,5.89,13,64.53,Medium,2025-07-27,0,On Time,0,0,0,1,1,0,Average,No
106,6.09,6.22,6.17,Stable,24,19,168,135,80.36,6.55,40,81.12,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Average,No
107,4.24,,4.24,Declining,24,16,24,16,66.67,4.24,16,66.47,High,2025-07-27,0,On Time,0,0,0,1,4,0,Below Average,Yes
108,7.2,7.24,7.22,Stable,20,16,60,49,81.67,6.99,44,87.0,Low,2025-08-01,5,Late,0,0,0,3,0,0,Good,No
109,7.58,7.4,7.47,Stable,20,18,60,56,93.33,6.59,42,84.65,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
110,5.45,5.71,5.61,Stable,18,13,108,79,73.15,4.95,36,83.55,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Average,No
111,7.4,6.79,7.03,Improving,18,15,72,60,83.33,6.94,36,73.89,Low,2025-08-01,5,Late,0,0,0,4,0,0,Good,No
112,4.03,5.33,4.81,Declining,24,14,144,86,59.72,4.95,40,88.15,Low,2025-07-28,1,On Time,2,0,2,6,1,1,Below Average,Yes
113,8.52,7.21,7.73,Improving,24,21,96,87,90.62,8.16,38,84.77,Low,2025-08-16,20,Very Late,0,0,0,4,0,0,Good,No
114,6.63,5.37,5.87,Improving,18,13,36,26,72.22,6.63,13,60.34,Medium,2025-08-03,7,Late,0,0,0,2,0,0,Average,No
115,4.37,5.06,4.78,Declining,20,12,40,25,62.5,4.37,12,80.06,High,2025-07-27,0,On Time,2,0,2,2,1,1,Below Average,Yes
116,4.32,5.46,5.0,Declining,22,15,132,95,71.97,4.45,36,78.94,Low,2025-07-28,1,On Time,0,0,0,6,1,0,Below Average,No
117,8.52,7.39,7.84,Improving,20,17,100,86,86.0,8.21,38,66.07,Low,2025-08-01,5,Late,0,0,0,5,0,0,Good,No
118,7.14,7.4,7.3,Stable,18,14,126,104,82.54,6.52,36,87.66,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
119,8.7,7.7,8.1,Improving,18,17,90,86,95.56,8.02,36,65.36,Low,2025-08-06,10,Very Late,1,0,1,5,0,0,Good,No
120,6.48,6.27,6.35,Stable,24,21,144,129,89.58,6.73,38,92.31,Low,2025-07-30,3,Late,0,0,0,6,1,1,Average,No
121,5.25,5.11,5.17,Stable,20,16,40,32,80.0,5.25,16,82.56,Medium,2025-08-01,5,Late,0,0,0,2,0,0,Below Average,No
122,6.94,6.64,6.76,Stable,18,14,72,59,81.94,7.04,36,79.51,Low,2025-07-30,3,Late,0,0,0,4,0,0,Average,No
123,5.49,,5.49,Declining,24,18,24,18,75.0,5.49,18,64.48,Medium,2025-08-01,5,Late,0,0,0,1,2,1,Below Average,No
124,8.02,6.57,7.15,Improving,20,16,80,66,82.5,6.19,38,80.27,Low,2025-07-27,0,On Time,1,0,1,4,1,0,Good,No
125,5.72,6.32,6.08,Declining,20,18,80,75,93.75,5.39,40,66.24,Low,2025-07-29,2,On Time,0,0,0,4,1,1,Average,No
126,5.42,5.19,5.28,Stable,18,12,72,49,68.06,4.45,44,94.95,Low,2025-07-30,3,Late,1,0,1,4,2,1,Below Average,No
127,5.91,6.13,6.04,Stable,20,18,120,110,91.67,5.5,38,80.29,Low,2025-07-28,1,On Time,0,1,1,6,2,1,Average,No
128,6.64,6.5,6.56,Stable,24,21,168,153,91.07,5.97,36,92.87,Low,2025-08-03,7,Late,0,0,0,7,1,0,Average,No
129,7.44,7.18,7.28,Stable,20,16,140,113,80.71,6.41,38,77.77,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
130,5.19,5.26,5.23,Stable,18,13,108,78,72.22,4.6,36,66.46,Low,2025-08-06,10,Very Late,0,0,0,6,0,0,Below Average,No
131,5.17,5.07,5.11,Stable,20,14,40,29,72.5,5.17,14,62.43,Medium,2025-08-03,7,Late,0,0,0,2,0,0,Below Average,No
132,7.64,,7.64,Stable,18,15,18,15,83.33,7.64,15,60.42,Low,2025-07-28,1,On Time,0,0,0,1,0,0,Good,No
133,5.6,5.46,5.52,Stable,20,12,80,49,61.25,4.83,38,66.25,Low,2025-08-01,5,Late,0,0,0,4,1,0,Average,No
134,8.78,8.13,8.39,Improving,22,21,110,107,97.27,8.07,36,84.67,Low,2025-07-28,1,On Time,0,0,0,5,0,0,Good,No
135,7.36,7.23,7.28,Stable,20,18,120,110,91.67,7.44,40,65.91,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Good,No
136,4.81,,4.81,Declining,18,13,18,13,72.22,4.81,13,92.34,High,2025-07-27,0,On Time,0,0,0,1,3,0,Below Average,Yes
137,4.78,6.13,5.59,Declining,22,16,88,67,76.14,4.83,36,71.82,Low,2025-08-03,7,Late,0,0,0,4,0,0,Average,No
138,6.29,6.49,6.41,Stable,18,16,54,50,92.59,6.66,36,89.61,Low,2025-07-27,0,On Time,2,0,2,3,0,0,Average,No
139,7.85,6.48,7.03,Improving,22,20,44,40,90.91,7.85,20,70.98,Low,2025-07-28,1,On Time,0,0,0,2,0,0,Good,No
140,8.04,6.72,7.25,Improving,20,16,140,118,84.29,7.16,36,65.29,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
141,6.07,,6.07,Declining,20,18,20,18,90.0,6.07,18,71.16,Medium,2025-07-30,3,Late,0,0,0,1,0,0,Average,No
142,6.57,7.66,7.22,Declining,22,19,88,78,88.64,6.25,40,68.66,Low,2025-07-28,1,On Time,0,0,0,4,1,1,Good,No
143,5.63,5.34,5.46,Stable,20,12,40,24,60.0,5.63,12,86.65,Medium,2025-07-29,2,On Time,0,0,0,2,2,1,Below Average,No
144,6.31,5.54,5.85,Improving,20,12,40,24,60.0,6.31,12,86.02,Medium,2025-07-27,0,On Time,1,0,1,2,2,1,Average,No
145,7.41,6.06,6.6,Improving,20,17,80,70,87.5,6.76,40,84.73,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
146,6.19,7.19,6.79,Declining,20,17,40,34,85.0,6.19,17,90.52,Medium,2025-07-29,2,On Time,0,0,0,2,1,0,Average,No
147,7.19,6.58,6.82,Improving,24,22,144,135,93.75,7.09,40,83.84,Low,2025-07-30,3,Late,1,0,1,6,2,2,Average,No
148,4.97,6.08,5.64,Declining,18,12,126,87,69.05,5.12,40,75.11,Low,2025-07-30,3,Late,0,0,0,7,1,1,Average,No
149,5.71,6.47,6.17,Declining,22,20,154,141,91.56,6.4,38,65.18,Low,2025-07-27,0,On Time,0,0,0,7,2,2,Average,No
150,5.48,5.64,5.58,Stable,20,15,40,30,75.0,5.48,15,61.85,Medium,2025-08-01,5,Late,1,0,1,2,0,0,Average,No
151,5.75,,5.75,Declining,24,19,24,19,79.17,5.75,19,86.4,Medium,2025-07-29,2,On Time,0,0,0,1,0,0,Average,No
152,6.24,7.67,7.1,Declining,24,20,144,122,84.72,7.33,38,93.36,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No
153,4.42,5.69,5.18,Declining,22,18,154,127,82.47,5.57,36,71.15,Low,2025-07-27,0,On Time,1,0,1,7,1,1,Below Average,No
154,5.98,7.02,6.6,Declining,18,15,36,30,83.33,5.98,15,70.16,Medium,2025-07-29,2,On Time,0,0,0,2,1,1,Average,No
155,8.04,7.96,7.99,Stable,24,21,144,130,90.28,7.54,36,65.93,Low,2025-07-29,2,On Time,0,0,0,6,0,0,Good,No
156,6.96,5.47,6.07,Improving,24,20,120,102,85.0,5.82,44,92.58,Low,2025-07-29,2,On Time,1,0,1,5,2,1,Average,No
157,8.92,,8.92,Stable,20,19,20,19,95.0,8.92,19,74.13,Low,2025-08-03,7,Late,0,0,0,1,0,0,Excellent,No
158,5.33,5.92,5.68,Declining,22,18,132,111,84.09,5.35,42,93.14,Low,2025-08-01,5,Late,1,0,1,6,0,0,Average,No
159,8.6,7.48,7.93,Improving,18,16,36,33,91.67,8.6,16,64.3,Low,2025-07-27,0,On Time,0,0,0,2,1,0,Good,No
160,6.92,5.5,6.07,Improving,20,16,140,115,82.14,6.2,38,91.71,Low,2025-07-28,1,On Time,1,0,1,7,1,0,Average,No
161,5.07,5.26,5.18,Stable,20,14,80,56,70.0,4.26,42,81.48,Low,2025-07-29,2,On Time,1,1,2,4,0,0,Below Average,No
162,7.34,,7.34,Declining,24,21,24,21,87.5,7.34,21,60.04,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
163,5.13,5.4,5.29,Stable,20,15,60,47,78.33,5.74,40,78.61,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Below Average,No
164,4.02,4.73,4.45,Declining,18,11,54,34,62.96,4.31,42,81.38,Low,2025-07-27,0,On Time,0,0,0,3,2,2,Below Average,Yes
165,6.61,,6.61,Improving,18,14,18,14,77.78,6.61,14,91.23,Medium,2025-07-28,1,On Time,0,0,0,1,1,1,Average,No
166,5.42,6.4,6.01,Declining,22,18,66,56,84.85,6.48,38,66.14,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Average,No
167,6.21,5.46,5.76,Improving,18,11,108,68,62.96,5.39,42,82.22,Low,2025-07-30,3,Late,2,0,2,6,2,0,Average,No
168,6.81,8.02,7.54,Declining,20,16,40,33,82.5,6.81,16,65.97,Medium,2025-07-29,2,On Time,1,0,1,2,1,0,Good,No
169,6.22,6.48,6.38,Stable,18,14,126,103,81.75,5.74,38,74.24,Low,2025-08-03,7,Late,1,0,1,7,1,1,Average,No
170,5.15,5.08,5.11,Stable,18,13,72,54,75.0,4.19,44,89.85,Low,2025-07-28,1,On Time,1,0,1,4,0,0,Below Average,No
171,5.69,6.42,6.13,Declining,20,18,120,111,92.5,5.4,38,92.26,Low,2025-07-27,0,On Time,1,0,1,6,1,1,Average,No
172,6.28,5.48,5.8,Improving,22,16,110,82,74.55,5.28,36,69.73,Low,2025-07-27,0,On Time,1,0,1,5,0,0,Average,No
173,7.59,7.36,7.45,Stable,22,19,154,135,87.66,6.85,36,83.52,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
174,8.45,7.15,7.67,Improving,24,19,96,79,82.29,8.05,40,82.45,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
175,6.47,6.66,6.58,Stable,22,20,132,123,93.18,6.08,40,72.72,Low,2025-07-28,1,On Time,0,0,0,6,1,1,Average,No
176,5.47,6.24,5.93,Declining,20,14,80,59,73.75,5.56,42,65.01,Low,2025-07-29,2,On Time,1,0,1,4,0,0,Average,No
177,7.73,7.85,7.8,Stable,22,17,66,53,80.3,8.24,36,67.68,Low,2025-08-03,7,Late,0,0,0,3,0,0,Good,No
178,6.44,5.79,6.05,Improving,20,18,60,56,93.33,5.38,36,90.5,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Average,No
179,5.2,5.9,5.62,Declining,22,18,110,91,82.73,5.65,42,92.05,Low,2025-07-29,2,On Time,0,0,0,5,0,0,Average,No
180,5.84,6.07,5.98,Stable,22,18,132,111,84.09,5.86,44,65.57,Low,2025-07-30,3,Late,0,0,0,6,0,0,Average,No
181,5.98,6.22,6.12,Stable,18,15,72,61,84.72,5.79,44,77.44,Low,2025-07-27,0,On Time,1,0,1,4,1,0,Average,No
182,5.67,5.54,5.59,Stable,22,16,44,33,75.0,5.67,16,74.67,Medium,2025-07-27,0,On Time,0,0,0,2,0,0,Average,No
183,7.91,8.16,8.06,Stable,22,21,110,107,97.27,7.28,36,76.48,Low,2025-07-28,1,On Time,0,0,0,5,0,0,Good,No
184,5.68,5.73,5.71,Stable,18,14,54,43,79.63,4.94,40,90.54,Low,2025-07-28,1,On Time,1,0,1,3,1,1,Average,No
185,7.31,7.51,7.43,Stable,24,22,144,133,92.36,7.42,42,82.06,Low,2025-08-01,5,Late,0,0,0,6,0,0,Good,No
