student_id,visit_date,activity,book_title,duration_hours,checkout_date,return_date
758,2025-09-16,Book Returned,Data Structures and Algorithms,,,2025-09-27
758,2025-09-30,Book Borrowed,Physics Vol 1,,2025-09-30,
758,2025-08-28,Book Borrowed,Digital Electronics,,2025-08-28,
758,2025-10-11,Reading Session,,2.0,,
55,2025-11-18,Book Returned,Chemistry Fundamentals,,,2025-12-05
55,2025-11-03,Reading Session,,4.0,,
55,2025-10-01,Book Borrowed,Machine Learning,,2025-10-01,
55,2025-10-22,Book Borrowed,Advanced Mathematics,,2025-10-22,
55,2025-08-29,Book Returned,Operating Systems,,,2025-09-06
55,2025-11-18,Reading Session,,3.0,,
55,2025-11-24,Book Returned,Physics Vol 1,,,2025-12-04
55,2025-11-24,Book Borrowed,Power Systems,,2025-11-24,
55,2025-10-24,Reading Session,,4.0,,
55,2025-08-23,Reading Session,,3.0,,
55,2025-09-03,Book Borrowed,Artificial Intelligence,,2025-09-03,
55,2025-09-28,Book Returned,Power Systems,,,2025-10-17
55,2025-09-26,Reading Session,,2.0,,
55,2025-11-25,Reading Session,,4.0,,
55,2025-10-17,Book Returned,Artificial Intelligence,,,2025-11-06
55,2025-09-07,Book Returned,Control Systems,,,2025-09-16
55,2025-10-09,Book Borrowed,Advanced Mathematics,,2025-10-09,
55,2025-09-19,Book Borrowed,Introduction to Algorithms,,2025-09-19,
116,2025-11-20,Book Returned,Operating Systems,,,2025-12-03
116,2025-10-04,Book Borrowed,Software Engineering,,2025-10-04,
116,2025-08-24,Book Borrowed,Chemistry Fundamentals,,2025-08-24,
116,2025-09-09,Book Returned,Artificial Intelligence,,,2025-09-17
116,2025-09-03,Reading Session,,4.0,,
116,2025-11-22,Book Borrowed,Power Systems,,2025-11-22,
116,2025-10-02,Reading Session,,1.0,,
116,2025-09-29,Reading Session,,3.0,,
116,2025-08-28,Book Borrowed,Introduction to Algorithms,,2025-08-28,
883,2025-11-19,Reading Session,,3.0,,
883,2025-10-11,Book Borrowed,Control Systems,,2025-10-11,
883,2025-10-14,Book Returned,Software Engineering,,,2025-10-25
883,2025-08-24,Reading Session,,3.0,,
883,2025-09-10,Book Returned,Artificial Intelligence,,,2025-09-27
883,2025-09-30,Reading Session,,2.0,,
883,2025-10-23,Book Borrowed,Operating Systems,,2025-10-23,
883,2025-11-05,Book Returned,Chemistry Fundamentals,,,2025-11-20
883,2025-09-30,Reading Session,,3.0,,
883,2025-11-07,Book Borrowed,Introduction to Algorithms,,2025-11-07,
883,2025-10-13,Book Returned,Artificial Intelligence,,,2025-10-29
883,2025-11-05,Book Returned,Database Management Systems,,,2025-11-22
883,2025-11-08,Reading Session,,3.0,,
883,2025-10-01,Book Returned,Machine Learning,,,2025-10-19
245,2025-09-30,Reading Session,,2.0,,
245,2025-08-31,Book Returned,Database Management Systems,,,2025-09-16
245,2025-11-19,Book Returned,Digital Electronics,,,2025-12-05
245,2025-09-21,Book Borrowed,Computer Networks,,2025-09-21,
245,2025-10-06,Book Returned,Database Management Systems,,,2025-10-16
245,2025-08-25,Reading Session,,1.0,,
245,2025-10-24,Reading Session,,1.0,,
245,2025-09-03,Book Returned,Power Systems,,,2025-09-11
245,2025-11-22,Book Returned,Digital Electronics,,,2025-12-08
245,2025-10-01,Reading Session,,1.0,,
245,2025-10-20,Reading Session,,1.0,,
245,2025-09-15,Reading Session,,1.0,,
245,2025-08-23,Reading Session,,4.0,,
245,2025-11-23,Book Returned,Introduction to Algorithms,,,2025-12-06
245,2025-11-17,Book Borrowed,Power Systems,,2025-11-17,
245,2025-10-06,Book Returned,Power Systems,,,2025-10-13
396,2025-09-04,Book Returned,Operating Systems,,,2025-09-18
396,2025-09-02,Book Returned,Machine Learning,,,2025-09-11
396,2025-10-20,Book Borrowed,Computer Networks,,2025-10-20,
396,2025-10-17,Book Borrowed,Advanced Mathematics,,2025-10-17,
396,2025-11-19,Reading Session,,1.0,,
396,2025-11-23,Book Returned,Machine Learning,,,2025-12-01
280,2025-09-17,Book Borrowed,Introduction to Algorithms,,2025-09-17,
280,2025-09-11,Reading Session,,1.0,,
280,2025-08-27,Book Returned,Digital Electronics,,,2025-09-12
280,2025-09-18,Book Borrowed,Machine Learning,,2025-09-18,
280,2025-11-28,Reading Session,,3.0,,
280,2025-11-02,Book Borrowed,Database Management Systems,,2025-11-02,
280,2025-09-14,Book Returned,Operating Systems,,,2025-10-01
280,2025-11-22,Book Borrowed,Introduction to Algorithms,,2025-11-22,
280,2025-11-16,Reading Session,,1.0,,
280,2025-09-29,Book Borrowed,Control Systems,,2025-09-29,
280,2025-10-19,Book Borrowed,Physics Vol 1,,2025-10-19,
280,2025-10-16,Reading Session,,2.0,,
280,2025-08-23,Book Returned,Data Structures and Algorithms,,,2025-09-02
643,2025-11-22,Book Returned,Advanced Mathematics,,,2025-12-03
643,2025-10-10,Reading Session,,1.0,,
643,2025-09-01,Book Returned,Power Systems,,,2025-09-14
643,2025-10-17,Book Returned,Chemistry Fundamentals,,,2025-11-05
643,2025-08-30,Book Borrowed,Chemistry Fundamentals,,2025-08-30,
643,2025-10-02,Reading Session,,4.0,,
643,2025-11-03,Reading Session,,3.0,,
643,2025-10-18,Book Returned,Chemistry Fundamentals,,,2025-11-02
643,2025-10-16,Book Returned,Operating Systems,,,2025-11-04
643,2025-08-24,Book Returned,Machine Learning,,,2025-09-05
643,2025-08-26,Reading Session,,2.0,,
643,2025-09-02,Reading Session,,2.0,,
643,2025-11-08,Book Borrowed,Data Structures and Algorithms,,2025-11-08,
643,2025-11-30,Book Returned,Data Structures and Algorithms,,,2025-12-15
772,2025-10-12,Book Returned,Artificial Intelligence,,,2025-10-30
772,2025-10-27,Book Borrowed,Operating Systems,,2025-10-27,
772,2025-09-02,Book Borrowed,Software Engineering,,2025-09-02,
772,2025-11-02,Book Borrowed,Physics Vol 1,,2025-11-02,
772,2025-10-13,Reading Session,,4.0,,
772,2025-11-24,Book Borrowed,Database Management Systems,,2025-11-24,
772,2025-09-10,Reading Session,,2.0,,
772,2025-09-02,Book Returned,Advanced Mathematics,,,2025-09-14
772,2025-10-19,Book Borrowed,Advanced Mathematics,,2025-10-19,
772,2025-08-27,Book Returned,Data Structures and Algorithms,,,2025-09-03
772,2025-08-26,Reading Session,,4.0,,
772,2025-10-13,Reading Session,,1.0,,
225,2025-11-19,Reading Session,,3.0,,
225,2025-11-04,Book Returned,Digital Electronics,,,2025-11-23
225,2025-10-19,Book Borrowed,Chemistry Fundamentals,,2025-10-19,
225,2025-11-24,Book Returned,Digital Electronics,,,2025-12-05
225,2025-10-04,Reading Session,,3.0,,
225,2025-09-07,Book Borrowed,Physics Vol 1,,2025-09-07,
225,2025-09-23,Book Returned,Operating Systems,,,2025-10-13
225,2025-09-01,Reading Session,,1.0,,
225,2025-10-24,Reading Session,,4.0,,
225,2025-09-04,Book Borrowed,Physics Vol 1,,2025-09-04,
225,2025-09-07,Book Borrowed,Data Structures and Algorithms,,2025-09-07,
710,2025-10-07,Book Returned,Control Systems,,,2025-10-19
710,2025-11-12,Reading Session,,4.0,,
710,2025-09-24,Reading Session,,4.0,,
710,2025-09-12,Book Borrowed,Data Structures and Algorithms,,2025-09-12,
710,2025-08-24,Reading Session,,4.0,,
710,2025-10-07,Book Returned,Machine Learning,,,2025-10-17
710,2025-11-10,Book Returned,Data Structures and Algorithms,,,2025-11-22
710,2025-11-07,Book Borrowed,Database Management Systems,,2025-11-07,
710,2025-10-13,Book Returned,Control Systems,,,2025-10-22
710,2025-09-03,Book Borrowed,Database Management Systems,,2025-09-03,
710,2025-10-20,Book Returned,Operating Systems,,,2025-11-08
710,2025-10-09,Book Borrowed,Operating Systems,,2025-10-09,
710,2025-10-21,Book Borrowed,Software Engineering,,2025-10-21,
710,2025-11-14,Book Returned,Control Systems,,,2025-12-03
710,2025-09-29,Book Returned,Control Systems,,,2025-10-16
710,2025-09-01,Book Borrowed,Software Engineering,,2025-09-01,
710,2025-08-23,Reading Session,,1.0,,
710,2025-10-30,Book Borrowed,Chemistry Fundamentals,,2025-10-30,
710,2025-09-23,Reading Session,,1.0,,
710,2025-09-20,Reading Session,,1.0,,
29,2025-11-30,Reading Session,,2.0,,
29,2025-11-19,Book Borrowed,Machine Learning,,2025-11-19,
29,2025-10-02,Book Returned,Database Management Systems,,,2025-10-16
29,2025-09-17,Book Borrowed,Introduction to Algorithms,,2025-09-17,
29,2025-11-22,Reading Session,,4.0,,
29,2025-10-05,Book Returned,Computer Networks,,,2025-10-21
29,2025-09-23,Reading Session,,4.0,,
29,2025-11-12,Book Borrowed,Machine Learning,,2025-11-12,
29,2025-10-18,Reading Session,,1.0,,
29,2025-11-15,Book Borrowed,Introduction to Algorithms,,2025-11-15,
29,2025-10-05,Book Borrowed,Introduction to Algorithms,,2025-10-05,
29,2025-10-28,Reading Session,,3.0,,
29,2025-11-12,Book Borrowed,Power Systems,,2025-11-12,
29,2025-09-24,Book Returned,Data Structures and Algorithms,,,2025-10-14
29,2025-10-21,Reading Session,,3.0,,
29,2025-10-18,Reading Session,,1.0,,
29,2025-11-16,Book Borrowed,Data Structures and Algorithms,,2025-11-16,
29,2025-11-16,Book Borrowed,Advanced Mathematics,,2025-11-16,
29,2025-11-15,Reading Session,,1.0,,
640,2025-10-13,Reading Session,,1.0,,
640,2025-09-30,Reading Session,,4.0,,
640,2025-09-15,Reading Session,,3.0,,
640,2025-11-24,Book Returned,Control Systems,,,2025-12-08
640,2025-11-28,Reading Session,,3.0,,
640,2025-10-07,Reading Session,,3.0,,
640,2025-11-04,Book Borrowed,Digital Electronics,,2025-11-04,
640,2025-11-01,Book Returned,Chemistry Fundamentals,,,2025-11-15
640,2025-09-18,Book Returned,Data Structures and Algorithms,,,2025-09-26
640,2025-10-31,Reading Session,,4.0,,
640,2025-10-22,Reading Session,,2.0,,
640,2025-11-20,Reading Session,,2.0,,
640,2025-10-19,Book Borrowed,Machine Learning,,2025-10-19,
640,2025-09-15,Book Returned,Advanced Mathematics,,,2025-10-01
640,2025-09-14,Reading Session,,1.0,,
640,2025-09-20,Book Borrowed,Digital Electronics,,2025-09-20,
5,2025-11-18,Book Borrowed,Operating Systems,,2025-11-18,
5,2025-10-07,Book Borrowed,Introduction to Algorithms,,2025-10-07,
5,2025-10-02,Book Borrowed,Digital Electronics,,2025-10-02,
5,2025-11-25,Book Borrowed,Machine Learning,,2025-11-25,
5,2025-09-28,Reading Session,,3.0,,
297,2025-08-31,Book Returned,Control Systems,,,2025-09-16
297,2025-09-07,Book Borrowed,Chemistry Fundamentals,,2025-09-07,
297,2025-10-05,Reading Session,,3.0,,
297,2025-10-12,Book Returned,Operating Systems,,,2025-11-01
297,2025-11-18,Reading Session,,4.0,,
297,2025-09-09,Book Borrowed,Chemistry Fundamentals,,2025-09-09,
297,2025-11-19,Book Borrowed,Computer Networks,,2025-11-19,
185,2025-11-22,Book Returned,Chemistry Fundamentals,,,2025-12-03
185,2025-11-15,Book Returned,Machine Learning,,,2025-11-24
185,2025-11-04,Book Returned,Introduction to Algorithms,,,2025-11-12
185,2025-10-24,Book Returned,Power Systems,,,2025-11-10
185,2025-10-16,Book Returned,Computer Networks,,,2025-11-05
185,2025-09-29,Book Borrowed,Machine Learning,,2025-09-29,
185,2025-10-14,Book Borrowed,Data Structures and Algorithms,,2025-10-14,
185,2025-09-20,Book Returned,Operating Systems,,,2025-10-10
668,2025-11-17,Reading Session,,2.0,,
668,2025-10-06,Reading Session,,2.0,,
668,2025-09-30,Book Returned,Machine Learning,,,2025-10-20
668,2025-11-07,Book Borrowed,Control Systems,,2025-11-07,
668,2025-08-28,Reading Session,,4.0,,
668,2025-10-08,Book Returned,Machine Learning,,,2025-10-22
668,2025-09-08,Reading Session,,2.0,,
668,2025-08-30,Book Returned,Artificial Intelligence,,,2025-09-12
668,2025-10-25,Reading Session,,3.0,,
668,2025-09-17,Book Borrowed,Software Engineering,,2025-09-17,
668,2025-11-21,Book Returned,Introduction to Algorithms,,,2025-11-28
668,2025-08-24,Book Returned,Computer Networks,,,2025-09-09
668,2025-08-27,Reading Session,,3.0,,
120,2025-10-03,Book Borrowed,Control Systems,,2025-10-03,
120,2025-11-07,Reading Session,,4.0,,
120,2025-09-25,Book Borrowed,Advanced Mathematics,,2025-09-25,
120,2025-11-04,Book Returned,Digital Electronics,,,2025-11-14
120,2025-11-06,Reading Session,,3.0,,
120,2025-10-22,Reading Session,,3.0,,
120,2025-11-12,Book Returned,Computer Networks,,,2025-11-25
120,2025-10-26,Book Returned,Physics Vol 1,,,2025-11-10
120,2025-11-01,Book Borrowed,Control Systems,,2025-11-01,
120,2025-10-25,Book Borrowed,Data Structures and Algorithms,,2025-10-25,
120,2025-11-16,Book Returned,Data Structures and Algorithms,,,2025-12-06
120,2025-11-20,Reading Session,,3.0,,
120,2025-10-04,Reading Session,,2.0,,
120,2025-09-27,Reading Session,,4.0,,
812,2025-11-25,Book Returned,Digital Electronics,,,2025-12-05
812,2025-11-05,Book Returned,Database Management Systems,,,2025-11-12
812,2025-09-28,Reading Session,,1.0,,
812,2025-09-24,Book Returned,Computer Networks,,,2025-10-12
812,2025-09-06,Book Borrowed,Software Engineering,,2025-09-06,
812,2025-10-14,Reading Session,,2.0,,
812,2025-09-27,Book Returned,Control Systems,,,2025-10-14
812,2025-09-08,Book Borrowed,Machine Learning,,2025-09-08,
812,2025-10-13,Book Borrowed,Machine Learning,,2025-10-13,
812,2025-09-22,Reading Session,,1.0,,
812,2025-10-19,Book Borrowed,Artificial Intelligence,,2025-10-19,
812,2025-09-25,Book Returned,Computer Networks,,,2025-10-08
812,2025-09-27,Book Returned,Software Engineering,,,2025-10-05
812,2025-09-08,Book Returned,Chemistry Fundamentals,,,2025-09-18
812,2025-09-16,Book Returned,Power Systems,,,2025-10-06
812,2025-11-24,Book Returned,Digital Electronics,,,2025-12-11
335,2025-09-07,Book Borrowed,Advanced Mathematics,,2025-09-07,
335,2025-10-16,Book Returned,Data Structures and Algorithms,,,2025-11-05
335,2025-10-31,Book Returned,Physics Vol 1,,,2025-11-14
335,2025-09-08,Book Borrowed,Computer Networks,,2025-09-08,
335,2025-10-16,Book Returned,Chemistry Fundamentals,,,2025-10-25
335,2025-11-03,Book Borrowed,Digital Electronics,,2025-11-03,
335,2025-11-24,Reading Session,,1.0,,
335,2025-11-08,Book Returned,Operating Systems,,,2025-11-17
335,2025-11-16,Book Returned,Artificial Intelligence,,,2025-11-25
335,2025-11-12,Book Borrowed,Introduction to Algorithms,,2025-11-12,
335,2025-09-02,Book Returned,Operating Systems,,,2025-09-20
335,2025-09-04,Book Returned,Control Systems,,,2025-09-11
335,2025-10-03,Book Borrowed,Power Systems,,2025-10-03,
335,2025-11-02,Book Borrowed,Control Systems,,2025-11-02,
335,2025-10-12,Reading Session,,1.0,,
335,2025-11-27,Book Borrowed,Digital Electronics,,2025-11-27,
335,2025-09-17,Reading Session,,2.0,,
335,2025-10-19,Book Borrowed,Data Structures and Algorithms,,2025-10-19,
335,2025-09-27,Book Borrowed,Data Structures and Algorithms,,2025-09-27,
795,2025-10-11,Book Returned,Operating Systems,,,2025-10-21
795,2025-11-17,Book Borrowed,Introduction to Algorithms,,2025-11-17,
795,2025-09-16,Reading Session,,4.0,,
795,2025-10-19,Reading Session,,3.0,,
795,2025-10-30,Book Borrowed,Digital Electronics,,2025-10-30,
795,2025-08-28,Reading Session,,4.0,,
795,2025-11-01,Book Borrowed,Machine Learning,,2025-11-01,
795,2025-11-27,Book Borrowed,Operating Systems,,2025-11-27,
795,2025-11-20,Reading Session,,3.0,,
795,2025-08-29,Book Borrowed,Advanced Mathematics,,2025-08-29,
795,2025-10-25,Book Borrowed,Software Engineering,,2025-10-25,
795,2025-09-06,Book Returned,Physics Vol 1,,,2025-09-27
795,2025-08-25,Book Returned,Physics Vol 1,,,2025-09-09
795,2025-11-18,Reading Session,,2.0,,
795,2025-10-15,Reading Session,,3.0,,
795,2025-10-28,Reading Session,,2.0,,
795,2025-09-03,Book Borrowed,Control Systems,,2025-09-03,
795,2025-10-09,Book Borrowed,Physics Vol 1,,2025-10-09,
795,2025-10-22,Book Returned,Physics Vol 1,,,2025-11-02
475,2025-08-25,Reading Session,,4.0,,
475,2025-10-29,Reading Session,,1.0,,
475,2025-09-15,Book Returned,Chemistry Fundamentals,,,2025-10-05
475,2025-09-15,Book Borrowed,Advanced Mathematics,,2025-09-15,
475,2025-10-19,Book Borrowed,Data Structures and Algorithms,,2025-10-19,
918,2025-10-28,Book Borrowed,Digital Electronics,,2025-10-28,
918,2025-11-13,Book Borrowed,Advanced Mathematics,,2025-11-13,
918,2025-11-04,Book Borrowed,Data Structures and Algorithms,,2025-11-04,
918,2025-09-15,Reading Session,,2.0,,
918,2025-11-28,Reading Session,,1.0,,
918,2025-11-09,Book Returned,Computer Networks,,,2025-11-29
889,2025-10-07,Reading Session,,3.0,,
889,2025-10-02,Book Borrowed,Physics Vol 1,,2025-10-02,
889,2025-11-08,Book Returned,Operating Systems,,,2025-11-20
889,2025-10-23,Book Borrowed,Digital Electronics,,2025-10-23,
889,2025-10-24,Reading Session,,2.0,,
889,2025-10-11,Book Borrowed,Machine Learning,,2025-10-11,
889,2025-09-25,Book Returned,Computer Networks,,,2025-10-10
889,2025-10-18,Book Borrowed,Physics Vol 1,,2025-10-18,
889,2025-11-02,Reading Session,,2.0,,
889,2025-10-31,Reading Session,,1.0,,
889,2025-08-26,Reading Session,,3.0,,
889,2025-11-15,Reading Session,,3.0,,
889,2025-11-06,Book Returned,Physics Vol 1,,,2025-11-20
889,2025-11-04,Book Returned,Chemistry Fundamentals,,,2025-11-25
889,2025-08-27,Reading Session,,4.0,,
889,2025-10-19,Book Returned,Digital Electronics,,,2025-11-02
889,2025-09-26,Book Borrowed,Database Management Systems,,2025-09-26,
889,2025-10-12,Book Returned,Power Systems,,,2025-10-23
889,2025-10-31,Book Borrowed,Physics Vol 1,,2025-10-31,
889,2025-10-20,Book Returned,Introduction to Algorithms,,,2025-11-03
16,2025-10-07,Book Returned,Machine Learning,,,2025-10-25
16,2025-10-19,Book Borrowed,Database Management Systems,,2025-10-19,
16,2025-09-09,Book Borrowed,Operating Systems,,2025-09-09,
16,2025-08-24,Book Borrowed,Chemistry Fundamentals,,2025-08-24,
16,2025-08-25,Book Returned,Computer Networks,,,2025-09-11
16,2025-11-24,Book Returned,Data Structures and Algorithms,,,2025-12-04
16,2025-08-24,Reading Session,,1.0,,
16,2025-08-31,Reading Session,,2.0,,
16,2025-10-15,Book Borrowed,Introduction to Algorithms,,2025-10-15,
16,2025-11-29,Reading Session,,3.0,,
16,2025-10-27,Reading Session,,1.0,,
16,2025-09-21,Book Returned,Introduction to Algorithms,,,2025-10-04
16,2025-09-30,Book Borrowed,Data Structures and Algorithms,,2025-09-30,
16,2025-10-02,Reading Session,,1.0,,
16,2025-09-24,Reading Session,,1.0,,
16,2025-10-03,Reading Session,,1.0,,
16,2025-11-02,Book Returned,Data Structures and Algorithms,,,2025-11-15
608,2025-09-09,Reading Session,,2.0,,
608,2025-09-08,Reading Session,,4.0,,
608,2025-11-26,Book Borrowed,Introduction to Algorithms,,2025-11-26,
608,2025-11-14,Book Borrowed,Digital Electronics,,2025-11-14,
608,2025-08-27,Book Returned,Physics Vol 1,,,2025-09-03
608,2025-11-24,Book Returned,Artificial Intelligence,,,2025-12-12
608,2025-11-14,Book Borrowed,Control Systems,,2025-11-14,
608,2025-10-13,Book Returned,Operating Systems,,,2025-10-28
608,2025-10-19,Book Borrowed,Database Management Systems,,2025-10-19,
608,2025-09-09,Book Borrowed,Machine Learning,,2025-09-09,
608,2025-10-28,Reading Session,,4.0,,
608,2025-08-24,Reading Session,,1.0,,
608,2025-10-17,Reading Session,,4.0,,
608,2025-10-28,Book Borrowed,Control Systems,,2025-10-28,
608,2025-08-26,Book Returned,Power Systems,,,2025-09-11
608,2025-10-23,Book Returned,Machine Learning,,,2025-11-12
922,2025-10-28,Reading Session,,3.0,,
922,2025-09-03,Book Borrowed,Database Management Systems,,2025-09-03,
922,2025-09-28,Book Returned,Computer Networks,,,2025-10-10
922,2025-11-15,Book Returned,Introduction to Algorithms,,,2025-12-01
922,2025-11-16,Book Borrowed,Database Management Systems,,2025-11-16,
922,2025-08-27,Reading Session,,2.0,,
922,2025-11-29,Reading Session,,1.0,,
922,2025-10-15,Reading Session,,4.0,,
922,2025-08-27,Book Borrowed,Physics Vol 1,,2025-08-27,
922,2025-10-26,Book Borrowed,Machine Learning,,2025-10-26,
922,2025-11-19,Reading Session,,2.0,,
922,2025-09-28,Reading Session,,4.0,,
922,2025-10-24,Reading Session,,4.0,,
922,2025-10-13,Reading Session,,4.0,,
922,2025-11-16,Book Returned,Operating Systems,,,2025-12-02
922,2025-10-03,Book Returned,Operating Systems,,,2025-10-10
644,2025-11-09,Book Returned,Digital Electronics,,,2025-11-22
644,2025-09-28,Book Returned,Introduction to Algorithms,,,2025-10-06
644,2025-11-29,Reading Session,,1.0,,
644,2025-10-03,Book Returned,Operating Systems,,,2025-10-17
644,2025-11-06,Book Borrowed,Advanced Mathematics,,2025-11-06,
644,2025-10-10,Reading Session,,1.0,,
644,2025-11-25,Book Borrowed,Digital Electronics,,2025-11-25,
644,2025-11-07,Book Returned,Software Engineering,,,2025-11-20
644,2025-11-23,Book Borrowed,Power Systems,,2025-11-23,
644,2025-11-01,Reading Session,,4.0,,
942,2025-09-05,Book Borrowed,Introduction to Algorithms,,2025-09-05,
942,2025-09-16,Book Borrowed,Computer Networks,,2025-09-16,
942,2025-11-05,Book Returned,Introduction to Algorithms,,,2025-11-26
942,2025-09-27,Book Returned,Control Systems,,,2025-10-13
942,2025-11-20,Book Borrowed,Computer Networks,,2025-11-20,
942,2025-09-19,Book Borrowed,Physics Vol 1,,2025-09-19,
942,2025-11-19,Book Borrowed,Machine Learning,,2025-11-19,
31,2025-10-17,Reading Session,,4.0,,
31,2025-10-28,Book Borrowed,Chemistry Fundamentals,,2025-10-28,
31,2025-11-09,Book Borrowed,Chemistry Fundamentals,,2025-11-09,
31,2025-11-08,Reading Session,,2.0,,
31,2025-11-29,Reading Session,,1.0,,
31,2025-09-03,Reading Session,,1.0,,
31,2025-10-10,Book Returned,Data Structures and Algorithms,,,2025-10-27
31,2025-09-01,Book Returned,Data Structures and Algorithms,,,2025-09-13
638,2025-10-21,Reading Session,,2.0,,
638,2025-09-19,Book Returned,Introduction to Algorithms,,,2025-09-27
638,2025-10-13,Book Borrowed,Data Structures and Algorithms,,2025-10-13,
638,2025-10-18,Reading Session,,4.0,,
