student_id,activity_name,session_date,session_type,session_time,duration_hours,attendance_status,marked_by
2,Chess Club,2025-09-11,Competition,16:00:00,3.0,Present,Faculty Coord
2,Chess Club,2025-09-29,Competition,15:00:00,2.0,Present,Activity Head
2,Chess Club,2025-09-21,Project Work,14:00:00,2.5,Present,Club President
2,Chess Club,2025-09-06,Training,17:00:00,1.0,Present,Club President
2,Chess Club,2025-09-15,Regular Meeting,17:00:00,3.0,Present,Activity Head
2,Chess Club,2025-10-08,Workshop,17:00:00,4.0,Present,Faculty Coord
2,Chess Club,2025-10-04,Regular Meeting,17:00:00,2.0,Present,Activity Head
2,Chess Club,2025-10-14,Workshop,15:00:00,2.5,Present,Faculty Coord
2,Chess Club,2025-10-13,Event,18:00:00,1.0,Present,Faculty Coord
2,Chess Club,2025-10-01,Workshop,16:00:00,3.0,Present,Club President
2,Chess Club,2025-10-04,Training,17:00:00,4.0,Present,Activity Head
2,Chess Club,2025-09-30,Competition,16:00:00,1.5,Present,Club President
2,Chess Club,2025-10-13,Event,16:00:00,4.0,Present,Club President
2,Chess Club,2025-10-11,Project Work,14:00:00,3.0,Present,Club President
2,Chess Club,2025-10-22,Event,16:00:00,3.0,Present,Faculty Coord
2,Chess Club,2025-10-15,Regular Meeting,16:00:00,3.0,Present,Faculty Coord
2,Chess Club,2025-10-01,Competition,17:00:00,4.0,Present,Faculty Coord
2,Chess Club,2025-10-14,Project Work,14:00:00,3.0,Present,Club President
2,Chess Club,2025-10-14,Training,17:00:00,1.5,Present,Activity Head
2,Chess Club,2025-11-05,Event,17:00:00,4.0,Present,Faculty Coord
2,Chess Club,2025-11-02,Training,17:00:00,4.0,Present,Faculty Coord
2,Chess Club,2025-11-27,Regular Meeting,18:00:00,3.0,Present,Faculty Coord
2,Chess Club,2025-11-29,Practice Session,15:00:00,1.5,Present,Activity Head
2,Chess Club,2025-11-18,Training,16:00:00,4.0,Present,Faculty Coord
2,Chess Club,2025-11-25,Competition,14:00:00,2.0,Present,Activity Head
2,Chess Club,2025-11-01,Project Work,18:00:00,4.0,Present,Club President
2,Chess Club,2025-11-04,Event,15:00:00,1.0,Present,Activity Head
2,Chess Club,2025-11-16,Training,16:00:00,4.0,Absent,Activity Head
2,Chess Club,2025-11-01,Regular Meeting,15:00:00,4.0,Present,Activity Head
2,Chess Club,2025-10-31,Event,17:00:00,2.5,Present,Faculty Coord
2,Chess Club,2025-11-18,Training,15:00:00,1.5,Present,Club President
2,Chess Club,2025-11-19,Event,18:00:00,1.5,Present,Activity Head
2,Chess Club,2025-11-26,Training,15:00:00,1.0,Present,Club President
3,Literary Club,2025-08-09,Regular Meeting,15:00:00,4.0,Present,Club President
3,Literary Club,2025-08-13,Workshop,16:00:00,2.0,Present,Club President
3,Literary Club,2025-08-27,Practice Session,18:00:00,3.0,Present,Faculty Coord
3,Literary Club,2025-08-14,Training,16:00:00,4.0,Present,Club President
3,Literary Club,2025-08-15,Workshop,17:00:00,2.0,Present,Club President
3,Literary Club,2025-08-22,Project Work,16:00:00,2.5,Present,Activity Head
3,Literary Club,2025-09-13,Regular Meeting,18:00:00,4.0,Present,Activity Head
3,Literary Club,2025-09-19,Workshop,17:00:00,2.5,Present,Activity Head
3,Literary Club,2025-09-15,Project Work,18:00:00,1.0,Absent,Club President
3,Literary Club,2025-09-15,Competition,14:00:00,1.5,Present,Club President
3,Literary Club,2025-09-26,Project Work,16:00:00,2.5,Present,Faculty Coord
3,Literary Club,2025-09-08,Workshop,16:00:00,2.0,Present,Activity Head
3,Literary Club,2025-10-22,Practice Session,18:00:00,1.5,Present,Club President
3,Literary Club,2025-10-14,Workshop,15:00:00,3.0,Present,Faculty Coord
3,Literary Club,2025-10-16,Training,17:00:00,4.0,Present,Faculty Coord
3,Literary Club,2025-10-21,Regular Meeting,15:00:00,3.0,Present,Faculty Coord
3,Literary Club,2025-10-02,Competition,16:00:00,4.0,Present,Activity Head
3,Literary Club,2025-10-22,Training,15:00:00,3.0,Present,Faculty Coord
3,Literary Club,2025-11-11,Workshop,14:00:00,4.0,Present,Activity Head
3,Literary Club,2025-11-29,Training,14:00:00,3.0,Present,Club President
3,Literary Club,2025-11-09,Regular Meeting,16:00:00,2.0,Present,Club President
3,Literary Club,2025-11-28,Workshop,18:00:00,2.5,Present,Activity Head
3,Literary Club,2025-11-23,Project Work,16:00:00,4.0,Present,Club President
3,Literary Club,2025-11-28,Competition,16:00:00,3.0,Present,Faculty Coord
4,Paper Presentation Team,2025-08-13,Training,14:00:00,1.5,Absent,Club President
4,Paper Presentation Team,2025-08-08,Practice Session,17:00:00,3.0,Present,Faculty Coord
4,Paper Presentation Team,2025-08-02,Training,15:00:00,1.0,Present,Club President
4,Paper Presentation Team,2025-08-03,Training,18:00:00,3.0,Present,Activity Head
4,Paper Presentation Team,2025-09-10,Event,15:00:00,2.0,Absent,Activity Head
4,Paper Presentation Team,2025-09-09,Practice Session,15:00:00,4.0,Absent,Activity Head
4,Paper Presentation Team,2025-09-23,Event,14:00:00,2.5,Absent,Club President
4,Paper Presentation Team,2025-09-07,Workshop,15:00:00,1.5,Present,Activity Head
4,Paper Presentation Team,2025-10-14,Practice Session,16:00:00,2.5,Absent,Activity Head
4,Paper Presentation Team,2025-10-13,Training,18:00:00,1.5,Present,Club President
4,Paper Presentation Team,2025-10-21,Competition,14:00:00,2.0,Present,Faculty Coord
4,Paper Presentation Team,2025-10-10,Practice Session,17:00:00,2.5,Absent,Activity Head
4,Paper Presentation Team,2025-11-17,Practice Session,15:00:00,4.0,Present,Club President
4,Paper Presentation Team,2025-11-16,Practice Session,17:00:00,2.5,Absent,Activity Head
4,Paper Presentation Team,2025-11-16,Regular Meeting,15:00:00,2.0,Absent,Faculty Coord
4,Paper Presentation Team,2025-10-31,Event,17:00:00,2.5,Absent,Faculty Coord
5,Quiz Club,2025-08-17,Competition,17:00:00,4.0,Absent,Club President
5,Quiz Club,2025-08-30,Training,15:00:00,3.0,Present,Faculty Coord
5,Quiz Club,2025-08-03,Regular Meeting,14:00:00,3.0,Present,Faculty Coord
5,Quiz Club,2025-08-30,Workshop,18:00:00,4.0,Absent,Faculty Coord
5,Quiz Club,2025-09-30,Regular Meeting,15:00:00,2.5,Present,Club President
5,Quiz Club,2025-09-06,Training,15:00:00,2.5,Present,Club President
5,Quiz Club,2025-09-17,Workshop,17:00:00,2.0,Absent,Club President
5,Quiz Club,2025-09-27,Project Work,15:00:00,2.5,Absent,Faculty Coord
5,Quiz Club,2025-10-07,Training,18:00:00,2.0,Present,Activity Head
5,Quiz Club,2025-10-30,Practice Session,14:00:00,2.5,Present,Activity Head
5,Quiz Club,2025-10-08,Project Work,15:00:00,2.0,Present,Activity Head
5,Quiz Club,2025-10-22,Project Work,14:00:00,2.0,Absent,Activity Head
5,Quiz Club,2025-11-27,Workshop,16:00:00,1.0,Present,Faculty Coord
5,Quiz Club,2025-11-11,Event,16:00:00,3.0,Present,Faculty Coord
5,Quiz Club,2025-11-16,Workshop,17:00:00,2.0,Present,Activity Head
5,Quiz Club,2025-10-31,Project Work,14:00:00,1.0,Present,Club President
7,Volleyball Team,2025-08-17,Regular Meeting,14:00:00,4.0,Absent,Faculty Coord
7,Volleyball Team,2025-08-09,Training,18:00:00,2.0,Absent,Club President
7,Volleyball Team,2025-08-11,Training,16:00:00,2.5,Present,Activity Head
7,Volleyball Team,2025-08-15,Event,17:00:00,2.0,Absent,Club President
7,Volleyball Team,2025-08-27,Training,15:00:00,4.0,Present,Activity Head
7,Volleyball Team,2025-08-24,Competition,17:00:00,2.5,Absent,Faculty Coord
7,Volleyball Team,2025-08-16,Competition,17:00:00,1.5,Absent,Activity Head
7,Volleyball Team,2025-08-26,Training,17:00:00,4.0,Present,Activity Head
7,Volleyball Team,2025-08-07,Training,16:00:00,2.5,Present,Club President
7,Volleyball Team,2025-08-08,Project Work,16:00:00,2.5,Present,Faculty Coord
7,Volleyball Team,2025-08-06,Workshop,17:00:00,2.5,Present,Faculty Coord
7,Volleyball Team,2025-08-03,Training,15:00:00,2.0,Present,Club President
7,Volleyball Team,2025-08-21,Training,18:00:00,1.5,Present,Club President
7,Volleyball Team,2025-08-11,Training,15:00:00,2.5,Present,Activity Head
7,Volleyball Team,2025-09-27,Competition,14:00:00,1.0,Present,Faculty Coord
7,Volleyball Team,2025-09-06,Workshop,15:00:00,4.0,Absent,Club President
7,Volleyball Team,2025-09-13,Workshop,14:00:00,2.0,Present,Faculty Coord
7,Volleyball Team,2025-09-26,Regular Meeting,16:00:00,1.5,Absent,Club President
7,Volleyball Team,2025-09-28,Practice Session,17:00:00,1.5,Present,Faculty Coord
7,Volleyball Team,2025-09-29,Project Work,16:00:00,3.0,Present,Faculty Coord
7,Volleyball Team,2025-09-06,Practice Session,18:00:00,3.0,Present,Activity Head
7,Volleyball Team,2025-09-09,Project Work,16:00:00,3.0,Present,Club President
7,Volleyball Team,2025-09-27,Practice Session,18:00:00,1.0,Absent,Faculty Coord
7,Volleyball Team,2025-09-24,Workshop,18:00:00,3.0,Absent,Activity Head
7,Volleyball Team,2025-09-28,Practice Session,15:00:00,3.0,Present,Club President
7,Volleyball Team,2025-09-14,Event,16:00:00,3.0,Present,Club President
7,Volleyball Team,2025-09-10,Event,17:00:00,2.0,Present,Club President
7,Volleyball Team,2025-09-11,Training,17:00:00,2.0,Present,Activity Head
7,Volleyball Team,2025-10-03,Workshop,15:00:00,3.0,Present,Activity Head
7,Volleyball Team,2025-10-20,Regular Meeting,18:00:00,2.5,Present,Faculty Coord
7,Volleyball Team,2025-10-30,Practice Session,18:00:00,2.0,Present,Faculty Coord
7,Volleyball Team,2025-10-01,Competition,15:00:00,1.0,Present,Club President
7,Volleyball Team,2025-10-28,Training,17:00:00,3.0,Absent,Faculty Coord
7,Volleyball Team,2025-10-03,Regular Meeting,18:00:00,1.5,Present,Faculty Coord
7,Volleyball Team,2025-10-11,Regular Meeting,17:00:00,1.0,Absent,Faculty Coord
7,Volleyball Team,2025-10-17,Regular Meeting,16:00:00,3.0,Present,Faculty Coord
7,Volleyball Team,2025-10-16,Project Work,17:00:00,4.0,Absent,Club President
7,Volleyball Team,2025-10-12,Training,18:00:00,2.5,Absent,Club President
7,Volleyball Team,2025-10-29,Workshop,16:00:00,2.0,Present,Club President
7,Volleyball Team,2025-10-24,Competition,15:00:00,2.0,Present,Club President
7,Volleyball Team,2025-10-29,Competition,18:00:00,4.0,Absent,Club President
7,Volleyball Team,2025-10-23,Project Work,15:00:00,2.0,Present,Club President
7,Volleyball Team,2025-11-25,Event,16:00:00,1.5,Absent,Club President
7,Volleyball Team,2025-11-10,Regular Meeting,15:00:00,2.0,Present,Faculty Coord
7,Volleyball Team,2025-11-10,Training,17:00:00,2.5,Present,Club President
7,Volleyball Team,2025-11-12,Project Work,17:00:00,1.0,Present,Club President
7,Volleyball Team,2025-11-15,Event,14:00:00,3.0,Present,Activity Head
7,Volleyball Team,2025-11-09,Training,14:00:00,1.0,Absent,Faculty Coord
7,Volleyball Team,2025-11-21,Project Work,14:00:00,1.0,Present,Club President
7,Volleyball Team,2025-11-08,Event,15:00:00,4.0,Absent,Activity Head
7,Volleyball Team,2025-11-06,Workshop,17:00:00,4.0,Absent,Faculty Coord
7,Volleyball Team,2025-11-11,Regular Meeting,16:00:00,4.0,Present,Club President
7,Volleyball Team,2025-11-16,Project Work,16:00:00,1.5,Absent,Club President
7,Volleyball Team,2025-11-06,Event,17:00:00,1.0,Present,Faculty Coord
7,Volleyball Team,2025-11-01,Workshop,17:00:00,1.5,Present,Faculty Coord
7,Volleyball Team,2025-10-31,Competition,16:00:00,2.0,Present,Activity Head
7,Student Council,2025-08-28,Workshop,14:00:00,1.5,Present,Club President
7,Student Council,2025-08-06,Competition,16:00:00,3.0,Present,Club President
7,Student Council,2025-08-12,Regular Meeting,16:00:00,4.0,Present,Faculty Coord
7,Student Council,2025-08-05,Project Work,14:00:00,2.5,Absent,Club President
7,Student Council,2025-09-03,Workshop,14:00:00,4.0,Present,Activity Head
7,Student Council,2025-09-04,Practice Session,17:00:00,4.0,Present,Club President
7,Student Council,2025-09-01,Workshop,14:00:00,3.0,Absent,Faculty Coord
7,Student Council,2025-09-19,Event,15:00:00,2.0,Present,Activity Head
7,Student Council,2025-10-17,Workshop,17:00:00,1.0,Present,Club President
7,Student Council,2025-10-25,Competition,15:00:00,2.0,Present,Activity Head
7,Student Council,2025-10-26,Project Work,17:00:00,2.5,Absent,Club President
7,Student Council,2025-10-04,Training,16:00:00,1.0,Present,Faculty Coord
7,Student Council,2025-11-29,Workshop,16:00:00,1.0,Absent,Club President
7,Student Council,2025-11-18,Event,15:00:00,4.0,Present,Club President
7,Student Council,2025-11-15,Practice Session,15:00:00,4.0,Present,Club President
7,Student Council,2025-11-07,Training,18:00:00,1.0,Absent,Activity Head
9,Photography Club,2025-08-03,Event,14:00:00,1.0,Present,Faculty Coord
9,Photography Club,2025-08-03,Competition,17:00:00,4.0,Present,Activity Head
9,Photography Club,2025-08-11,Regular Meeting,14:00:00,2.0,Present,Activity Head
9,Photography Club,2025-08-16,Regular Meeting,16:00:00,3.0,Present,Activity Head
9,Photography Club,2025-08-12,Training,16:00:00,2.5,Present,Club President
9,Photography Club,2025-08-06,Workshop,14:00:00,1.5,Present,Faculty Coord
9,Photography Club,2025-09-28,Competition,15:00:00,1.0,Present,Club President
9,Photography Club,2025-09-23,Workshop,15:00:00,2.0,Present,Activity Head
9,Photography Club,2025-09-09,Workshop,18:00:00,3.0,Present,Faculty Coord
9,Photography Club,2025-09-23,Event,15:00:00,1.5,Present,Faculty Coord
9,Photography Club,2025-09-20,Regular Meeting,16:00:00,2.5,Present,Activity Head
9,Photography Club,2025-09-11,Competition,18:00:00,1.5,Present,Club President
9,Photography Club,2025-10-23,Workshop,14:00:00,2.5,Present,Activity Head
9,Photography Club,2025-10-16,Event,17:00:00,3.0,Present,Activity Head
9,Photography Club,2025-10-03,Regular Meeting,18:00:00,4.0,Present,Faculty Coord
9,Photography Club,2025-10-30,Competition,15:00:00,1.0,Present,Faculty Coord
9,Photography Club,2025-10-16,Practice Session,14:00:00,1.5,Present,Club President
9,Photography Club,2025-10-10,Event,18:00:00,1.0,Present,Activity Head
9,Photography Club,2025-11-25,Training,17:00:00,1.5,Present,Faculty Coord
9,Photography Club,2025-11-27,Event,15:00:00,2.0,Present,Activity Head
9,Photography Club,2025-11-13,Project Work,16:00:00,1.0,Present,Activity Head
9,Photography Club,2025-11-08,Event,14:00:00,2.0,Present,Club President
9,Photography Club,2025-11-24,Training,18:00:00,1.5,Present,Activity Head
9,Photography Club,2025-11-13,Regular Meeting,14:00:00,3.0,Present,Activity Head
9,IoT Club,2025-08-07,Event,17:00:00,1.0,Present,Faculty Coord
9,IoT Club,2025-08-28,Workshop,15:00:00,4.0,Absent,Club President
9,IoT Club,2025-08-27,Training,18:00:00,2.0,Present,Club President
9,IoT Club,2025-08-17,Practice Session,17:00:00,4.0,Present,Activity Head
9,IoT Club,2025-09-09,Regular Meeting,16:00:00,2.5,Absent,Club President
9,IoT Club,2025-09-19,Training,17:00:00,2.5,Present,Faculty Coord
9,IoT Club,2025-09-18,Training,15:00:00,2.0,Present,Faculty Coord
9,IoT Club,2025-09-02,Event,14:00:00,4.0,Absent,Faculty Coord
9,IoT Club,2025-10-16,Competition,16:00:00,1.0,Absent,Faculty Coord
9,IoT Club,2025-10-25,Practice Session,15:00:00,1.0,Present,Activity Head
9,IoT Club,2025-10-26,Training,14:00:00,1.0,Absent,Faculty Coord
9,IoT Club,2025-10-23,Workshop,18:00:00,1.0,Present,Club President
9,IoT Club,2025-11-23,Event,14:00:00,3.0,Present,Faculty Coord
9,IoT Club,2025-11-03,Event,17:00:00,1.5,Absent,Faculty Coord
9,IoT Club,2025-11-16,Project Work,17:00:00,4.0,Absent,Club President
9,IoT Club,2025-11-01,Training,15:00:00,2.0,Present,Club President
9,NCC (National Cadet Corps),2025-08-27,Practice Session,16:00:00,3.0,Present,Activity Head
9,NCC (National Cadet Corps),2025-08-03,Workshop,16:00:00,3.0,Present,Faculty Coord
9,NCC (National Cadet Corps),2025-08-23,Regular Meeting,18:00:00,2.0,Present,Club President
9,NCC (National Cadet Corps),2025-08-23,Event,15:00:00,1.5,Present,Faculty Coord
9,NCC (National Cadet Corps),2025-09-04,Regular Meeting,17:00:00,2.0,Present,Club President
9,NCC (National Cadet Corps),2025-09-29,Event,16:00:00,4.0,Absent,Activity Head
9,NCC (National Cadet Corps),2025-09-01,Event,18:00:00,1.0,Present,Activity Head
9,NCC (National Cadet Corps),2025-09-16,Competition,16:00:00,1.0,Present,Club President
9,NCC (National Cadet Corps),2025-10-22,Competition,17:00:00,3.0,Present,Faculty Coord
9,NCC (National Cadet Corps),2025-10-12,Event,16:00:00,2.0,Absent,Faculty Coord
9,NCC (National Cadet Corps),2025-10-04,Competition,16:00:00,4.0,Present,Club President
9,NCC (National Cadet Corps),2025-10-15,Event,14:00:00,1.0,Present,Faculty Coord
9,NCC (National Cadet Corps),2025-11-05,Regular Meeting,15:00:00,2.5,Present,Activity Head
9,NCC (National Cadet Corps),2025-11-23,Regular Meeting,14:00:00,1.0,Absent,Faculty Coord
9,NCC (National Cadet Corps),2025-10-31,Project Work,16:00:00,2.5,Present,Activity Head
9,NCC (National Cadet Corps),2025-11-05,Project Work,18:00:00,3.0,Present,Faculty Coord
10,Mathematics Club,2025-08-25,Project Work,18:00:00,2.5,Present,Club President
10,Mathematics Club,2025-08-05,Competition,14:00:00,2.0,Present,Club President
10,Mathematics Club,2025-08-22,Workshop,16:00:00,1.0,Present,Activity Head
10,Mathematics Club,2025-08-06,Competition,17:00:00,2.0,Absent,Club President
10,Mathematics Club,2025-09-25,Practice Session,18:00:00,2.5,Absent,Club President
10,Mathematics Club,2025-09-15,Regular Meeting,17:00:00,3.0,Absent,Activity Head
10,Mathematics Club,2025-09-26,Event,14:00:00,1.0,Absent,Club President
10,Mathematics Club,2025-09-07,Training,14:00:00,1.0,Absent,Club President
10,Mathematics Club,2025-10-10,Competition,17:00:00,2.0,Absent,Faculty Coord
10,Mathematics Club,2025-10-18,Regular Meeting,15:00:00,2.0,Present,Activity Head
10,Mathematics Club,2025-10-19,Workshop,15:00:00,1.0,Present,Activity Head
10,Mathematics Club,2025-10-09,Workshop,16:00:00,1.0,Present,Club President
10,Mathematics Club,2025-11-18,Workshop,17:00:00,4.0,Present,Faculty Coord
10,Mathematics Club,2025-11-18,Practice Session,17:00:00,1.5,Present,Faculty Coord
10,Mathematics Club,2025-11-11,Regular Meeting,18:00:00,2.5,Absent,Activity Head
10,Mathematics Club,2025-11-29,Regular Meeting,17:00:00,2.5,Absent,Faculty Coord
11,Cybersecurity Club,2025-08-12,Event,14:00:00,2.0,Absent,Faculty Coord
11,Cybersecurity Club,2025-08-19,Competition,17:00:00,2.0,Present,Club President
11,Cybersecurity Club,2025-08-16,Event,14:00:00,1.0,Absent,Club President
